"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "HEIGHTC_COMMENT", "HEIGHTC", "HEIGHTC_STATISTIC", "HEIGHTC_STATISTIC_NUMBER", "HEIGHTC_APPROACH", "HEIGHTC_DATE", "HEIGHTC_DATE_UNC", "HEIGHTC_STATISTIC_TYPE", "HEIGHTC_VEGTYPE", "HEIGHTC_SPATIAL_VARIABILITY", "HEIGHTC_SPATIAL_REP_NUMBER", 
"US-Ne2", "88967", "GRP_HEIGHTC", , "0.887", "Mean", , , "20080829", , , , , , 
"US-Ne3", "88968", "GRP_HEIGHTC", , "1.176", "Mean", , , "20090617", , , , , , 
"US-Ne3", "88969", "GRP_HEIGHTC", , "0.171", "Mean", , , "20040706", , , , , , 
"US-Ne3", "88970", "GRP_HEIGHTC", , "0.728", "Mean", , , "20080918", , , , , , 
"US-Ne3", "88971", "GRP_HEIGHTC", , "0.217", "Mean", , , "20060621", , , , , , 
"US-Ne3", "88972", "GRP_HEIGHTC", , "2.431", "Mean", , , "20030804", , , , , , 
"US-Ne3", "88973", "GRP_HEIGHTC", , "0.379", "Mean", , , "20090529", , , , , , 
"US-Ne3", "88974", "GRP_HEIGHTC", , "3.049", "Mean", , , "20090805", , , , , , 
"US-Ne3", "88975", "GRP_HEIGHTC", , "0.865", "Mean", , , "20061009", , , , , , 
"US-Ne3", "88976", "GRP_HEIGHTC", , "0.737", "Mean", , , "20120717", , , , , , 
"US-Ne3", "88977", "GRP_HEIGHTC", , "0.903", "Mean", , , "20120808", , , , , , 
"US-Ne3", "88978", "GRP_HEIGHTC", , "0.797", "Mean", , , "20100729", , , , , , 
"US-Ne3", "88979", "GRP_HEIGHTC", , "0.365", "Mean", , , "20100708", , , , , , 
"US-Ne3", "88980", "GRP_HEIGHTC", , "0.930", "Mean", , , "20120816", , , , , , 
"US-Ne3", "88981", "GRP_HEIGHTC", , "0.130", "Mean", , , "20110526", , , , , , 
"US-Ne3", "88982", "GRP_HEIGHTC", , "0.208", "Mean", , , "20050524", , , , , , 
"US-Ne3", "88983", "GRP_HEIGHTC", , "0.602", "Mean", , , "20090604", , , , , , 
"US-Ne3", "88984", "GRP_HEIGHTC", , "0.337", "Mean", , , "20110607", , , , , , 
"US-Ne3", "88985", "GRP_HEIGHTC", , "0.124", "Mean", , , "20020611", , , , , , 
"US-Ne3", "88986", "GRP_HEIGHTC", , "2.263", "Mean", , , "20070711", , , , , , 
"US-Ne3", "88987", "GRP_HEIGHTC", , "0.000", "Mean", , , "20010521", , , , , , 
"US-Ne3", "88988", "GRP_HEIGHTC", , "0.307", "Mean", , , "20060629", , , , , , 
"US-Ne3", "88989", "GRP_HEIGHTC", , "0.935", "Mean", , , "20060830", , , , , , 
"US-Ne3", "88990", "GRP_HEIGHTC", , "0.985", "Mean", , , "20060810", , , , , , 
"US-Ne3", "88991", "GRP_HEIGHTC", , "0.587", "Mean", , , "20110617", , , , , , 
"US-Ne3", "88992", "GRP_HEIGHTC", , "0.857", "Mean", , , "20040819", , , , , , 
"US-Ne3", "88993", "GRP_HEIGHTC", , "2.765", "Mean", , , "20090708", , , , , , 
"US-Ne3", "88994", "GRP_HEIGHTC", , "2.370", "Mean", , , "20110715", , , , , , 
"US-Ne3", "88995", "GRP_HEIGHTC", , "0.267", "Mean", , , "20020625", , , , , , 
"US-Ne3", "88996", "GRP_HEIGHTC", , "0.478", "Mean", , , "20060711", , , , , , 
"US-Ne3", "88997", "GRP_HEIGHTC", , "0.825", "Mean", , , "20120920", , , , , , 
"US-Ne3", "88998", "GRP_HEIGHTC", , "2.959", "Mean", , , "20090716", , , , , , 
"US-Ne3", "88999", "GRP_HEIGHTC", , "0.190", "Mean", , , "20120615", , , , , , 
"US-Ne3", "89000", "GRP_HEIGHTC", , "0.186", "Mean", , , "20080625", , , , , , 
"US-Ne3", "89001", "GRP_HEIGHTC", , "0.808", "Mean", , , "20090610", , , , , , 
"US-Ne3", "89002", "GRP_HEIGHTC", , "0.860", "Mean", , , "20120731", , , , , , 
"US-Ne3", "89003", "GRP_HEIGHTC", , "1.594", "Mean", , , "20010705", , , , , , 
"US-Ne3", "89004", "GRP_HEIGHTC", , "0.515", "Mean", , , "20080722", , , , , , 
"US-Ne3", "89005", "GRP_HEIGHTC", , "1.940", "Mean", , , "20010711", , , , , , 
"US-Ne3", "89006", "GRP_HEIGHTC", , "1.067", "Mean", , , "20010628", , , , , , 
"US-Ne3", "89007", "GRP_HEIGHTC", , "0.378", "Mean", , , "20040716", , , , , , 
"US-Ne3", "89008", "GRP_HEIGHTC", , "0.000", "Mean", , , "20060522", , , , , , 
"US-Ne3", "89009", "GRP_HEIGHTC", , "2.492", "Mean", , , "20070723", , , , , , 
"US-Ne3", "89010", "GRP_HEIGHTC", , "0.000", "Mean", , , "20100527", , , , , , 
"US-Ne3", "89011", "GRP_HEIGHTC", , "0.925", "Mean", , , "20100903", , , , , , 
"US-Ne3", "89012", "GRP_HEIGHTC", , "1.098", "Mean", , , "20110628", , , , , , 
"US-Ne3", "89013", "GRP_HEIGHTC", , "0.268", "Mean", , , "20030606", , , , , , 
"US-Ne3", "89014", "GRP_HEIGHTC", , "0.083", "Mean", , , "20060602", , , , , , 
"US-Ne3", "89015", "GRP_HEIGHTC", , "0.115", "Mean", , , "20120606", , , , , , 
"US-Ne3", "89016", "GRP_HEIGHTC", , "0.727", "Mean", , , "20080926", , , , , , 
"US-Ne3", "89017", "GRP_HEIGHTC", , "0.273", "Mean", , , "20080707", , , , , , 
"US-Ne3", "89018", "GRP_HEIGHTC", , "0.765", "Mean", , , "20020809", , , , , , 
"US-Ne3", "89019", "GRP_HEIGHTC", , "0.727", "Mean", , , "20080811", , , , , , 
"US-Ne3", "89020", "GRP_HEIGHTC", , "0.807", "Mean", , , "20060725", , , , , , 
"US-Ne3", "89021", "GRP_HEIGHTC", , "1.224", "Mean", , , "20050621", , , , , , 
"US-Ne3", "89022", "GRP_HEIGHTC", , "2.327", "Mean", , , "20090701", , , , , , 
"US-Ne3", "89023", "GRP_HEIGHTC", , "1.495", "Mean", , , "20030703", , , , , , 
"US-Ne3", "89024", "GRP_HEIGHTC", , "0.101", "Mean", , , "20040624", , , , , , 
"US-Ne3", "89025", "GRP_HEIGHTC", , "1.937", "Mean", , , "20070702", , , , , , 
"US-Ne3", "89026", "GRP_HEIGHTC", , "0.062", "Mean", , , "20120530", , , , , , 
"US-Ne3", "89027", "GRP_HEIGHTC", , "0.721", "Mean", , , "20030619", , , , , , 
"US-Ne3", "89028", "GRP_HEIGHTC", , "2.514", "Mean", , , "20070801", , , , , , 
"US-Ne3", "89029", "GRP_HEIGHTC", , "0.000", "Mean", , , "20090507", , , , , , 
"US-Ne3", "89030", "GRP_HEIGHTC", , "0.455", "Mean", , , "20020709", , , , , , 
"US-Ne3", "89031", "GRP_HEIGHTC", , "0.000", "Mean", , , "20070513", , , , , , 
"US-Ne3", "89032", "GRP_HEIGHTC", , "2.529", "Mean", , , "20050808", , , , , , 
"US-Ne3", "89033", "GRP_HEIGHTC", , "0.815", "Mean", , , "20120904", , , , , , 
"US-Ne3", "89034", "GRP_HEIGHTC", , "0.000", "Mean", , , "20030522", , , , , , 
"US-Ne3", "89035", "GRP_HEIGHTC", , "0.148", "Mean", , , "20100615", , , , , , 
"US-Ne3", "89036", "GRP_HEIGHTC", , "0.663", "Mean", , , "20020904", , , , , , 
"US-Ne3", "89037", "GRP_HEIGHTC", , "2.401", "Mean", , , "20010718", , , , , , 
"US-Ne3", "89038", "GRP_HEIGHTC", , "1.640", "Mean", , , "20050630", , , , , , 
"US-Ne3", "89039", "GRP_HEIGHTC", , "0.000", "Mean", , , "20080525", , , , , , 
"US-Ne3", "89040", "GRP_HEIGHTC", , "0.930", "Mean", , , "20060801", , , , , , 
"US-Ne3", "89041", "GRP_HEIGHTC", , "2.512", "Mean", , , "20070814", , , , , , 
"US-Ne3", "89042", "GRP_HEIGHTC", , "0.352", "Mean", , , "20080714", , , , , , 
"US-Ne3", "89043", "GRP_HEIGHTC", , "0.000", "Mean", , , "20110513", , , , , , 
"US-Ne3", "89044", "GRP_HEIGHTC", , "0.115", "Mean", , , "20010529", , , , , , 
"US-Ne3", "89045", "GRP_HEIGHTC", , "0.883", "Mean", , , "20040909", , , , , , 
"US-Ne3", "89046", "GRP_HEIGHTC", , "0.000", "Mean", , , "20040608", , , , , , 
"US-Ne3", "89047", "GRP_HEIGHTC", , "0.176", "Mean", , , "20100622", , , , , , 
"US-Ne3", "89048", "GRP_HEIGHTC", , "2.505", "Mean", , , "20030820", , , , , , 
"US-Ne3", "89049", "GRP_HEIGHTC", , "0.883", "Mean", , , "20100806", , , , , , 
"US-Ne3", "89050", "GRP_HEIGHTC", , "0.211", "Mean", , , "20090521", , , , , , 
"US-Ne3", "89051", "GRP_HEIGHTC", , "0.258", "Mean", , , "20120621", , , , , , 
"US-Ne3", "89052", "GRP_HEIGHTC", , "1.559", "Mean", , , "20070625", , , , , , 
"US-Ne3", "89053", "GRP_HEIGHTC", , "1.055", "Mean", , , "20070618", , , , , , 
"US-Ne3", "89054", "GRP_HEIGHTC", , "0.810", "Mean", , , "20080819", , , , , , 
"US-Ne3", "89055", "GRP_HEIGHTC", , "0.133", "Mean", , , "20060613", , , , , , 
"US-Ne3", "89056", "GRP_HEIGHTC", , "1.892", "Mean", , , "20110708", , , , , , 
"US-Ne3", "89057", "GRP_HEIGHTC", , "0.805", "Mean", , , "20080904", , , , , , 
"US-Ne3", "89058", "GRP_HEIGHTC", , "2.601", "Mean", , , "20110804", , , , , , 
"US-Ne3", "89059", "GRP_HEIGHTC", , "0.542", "Mean", , , "20120709", , , , , , 
"US-Ne3", "89060", "GRP_HEIGHTC", , "0.882", "Mean", , , "20060918", , , , , , 
"US-Ne3", "89061", "GRP_HEIGHTC", , "0.117", "Mean", , , "20080617", , , , , , 
"US-Ne3", "89062", "GRP_HEIGHTC", , "0.650", "Mean", , , "20080728", , , , , , 
"US-Ne3", "89063", "GRP_HEIGHTC", , "0.581", "Mean", , , "20040729", , , , , , 
"US-Ne3", "89064", "GRP_HEIGHTC", , "0.662", "Mean", , , "20020918", , , , , , 
"US-Ne3", "89065", "GRP_HEIGHTC", , "0.880", "Mean", , , "20101001", , , , , , 
"US-Ne3", "89066", "GRP_HEIGHTC", , "0.706", "Mean", , , "20070611", , , , , , 
"US-Ne3", "89067", "GRP_HEIGHTC", , "2.662", "Mean", , , "20010807", , , , , , 
"US-Ne3", "89068", "GRP_HEIGHTC", , "0.765", "Mean", , , "20040810", , , , , , 
"US-Ne3", "89069", "GRP_HEIGHTC", , "0.418", "Mean", , , "20120628", , , , , , 
"US-Ne3", "89070", "GRP_HEIGHTC", , "0.479", "Mean", , , "20010613", , , , , , 
"US-Ne3", "89071", "GRP_HEIGHTC", , "0.000", "Mean", , , "20050511", , , , , , 
"US-Ne3", "89072", "GRP_HEIGHTC", , "0.722", "Mean", , , "20080804", , , , , , 
"US-Ne3", "89073", "GRP_HEIGHTC", , "0.368", "Mean", , , "20070530", , , , , , 
"US-Ne3", "89074", "GRP_HEIGHTC", , "2.405", "Mean", , , "20030723", , , , , , 
"US-Ne3", "89075", "GRP_HEIGHTC", , "2.210", "Mean", , , "20050714", , , , , , 
"US-Ne3", "89076", "GRP_HEIGHTC", , "2.085", "Mean", , , "20030714", , , , , , 
"US-Ne3", "89077", "GRP_HEIGHTC", , "2.543", "Mean", , , "20050817", , , , , , 
"US-Ne3", "89078", "GRP_HEIGHTC", , "2.953", "Mean", , , "20090727", , , , , , 
"US-Ne3", "89079", "GRP_HEIGHTC", , "2.562", "Mean", , , "20050728", , , , , , 
"US-Ne3", "89080", "GRP_HEIGHTC", , "0.000", "Mean", , , "20020528", , , , , , 
"US-Ne3", "89081", "GRP_HEIGHTC", , "0.935", "Mean", , , "20100813", , , , , , 
"US-Ne3", "89082", "GRP_HEIGHTC", , "0.972", "Mean", , , "20060816", , , , , , 
"US-Ne3", "89083", "GRP_HEIGHTC", , "0.642", "Mean", , , "20060717", , , , , , 
"US-Ne3", "89084", "GRP_HEIGHTC", , "2.558", "Mean", , , "20110726", , , , , , 
"US-Ne3", "89085", "GRP_HEIGHTC", , "0.293", "Mean", , , "20100630", , , , , , 
"US-Ne3", "89086", "GRP_HEIGHTC", , "0.093", "Mean", , , "20080611", , , , , , 
"US-Ne3", "89087", "GRP_HEIGHTC", , "0.588", "Mean", , , "20050608", , , , , , 
"US-Ne3", "89088", "GRP_HEIGHTC", , "1.979", "Mean", , , "20090625", , , , , , 
"US-Ne3", "89089", "GRP_HEIGHTC", , "0.612", "Mean", , , "20100721", , , , , , 
"US-Ne3", "89090", "GRP_HEIGHTC", , "0.806", "Mean", , , "20010621", , , , , , 
"US-Ne3", "89091", "GRP_HEIGHTC", , "0.703", "Mean", , , "20020726", , , , , , 
"US-Ne3", "89092", "GRP_HEIGHTC", , "2.475", "Mean", , , "20030904", , , , , , 
"US-Ne3", "89093", "GRP_HEIGHTC", , "2.664", "Mean", , , "20010814", , , , , , 
"US-Ne3", "89094", "GRP_HEIGHTC", , "0.770", "Mean", , , "20120724", , , , , , 
"US-Ne3", "89095", "GRP_HEIGHTC", , "0.000", "Mean", , , "20120521", , , , , , 
"US-NR1", "88650", "GRP_HEIGHTC", "Mean heights from lidar returns between 15-18m, from Burns, S. P. (2018), see Table 4.1 and Fig. 4.7", "15.9", "Mean", "8000", "Lidar", "20100810", , , , , , 
"US-NR1", "88651", "GRP_HEIGHTC", "The range of heights is 12-14m, from Monson, et al. Oecologia (2010), 162 491-504.", "13", "Mean", "600", "Manual", "20060701", , , , , , 
"US-NR1", "88652", "GRP_HEIGHTC", "Monson, et al. Global Change Biology (2002), 8 459-478.", "11.4", "Mean", , , "20000718", , , , , , 
"US-Oho", "88200", "GRP_HEIGHTC", , "24", "Mean", , , "20040701", "30", , , , , 
"US-Oho", "88201", "GRP_HEIGHTC", , "24.5", "Mean", , , "20130701", "30", , , , , 
"US-ORv", "88198", "GRP_HEIGHTC", "Canopy ht estimated from flux tower.  No replicates.", "8", "Mean", , , "20120401", , , , , , 
"US-PFa", "88199", "GRP_HEIGHTC", "Paul Bolstad, note, canopy dominant height averaged about 24m - this mean height includes all trees > 4 cm dbh", "24", "Mean", , , "20040701", , , , , , 
"US-Prr", "89120", "GRP_HEIGHTC", "The mean canopy height was evalulated only trees > 1.3 m", "2.53", "Mean", "353", "When Height < 5m, Direct measurements by a sounding rod. When height >= 5m,  Laser RangeFinder", "20140911", , , , , , 
"US-Shd", "25249", "GRP_HEIGHTC", , "51", , , , "19971024", , , , , , 
"US-Shd", "25259", "GRP_HEIGHTC", , "36.6666666666667", , , , "20000914", , , , , , 
"US-Shd", "25266", "GRP_HEIGHTC", , "39.3333333333333", , , , "20000831", , , , , , 
"US-Shd", "25272", "GRP_HEIGHTC", , "64", , , , "19970913", , , , , , 
"US-Shd", "25273", "GRP_HEIGHTC", , "59", , , , "19970926", , , , , , 
"US-Shd", "25276", "GRP_HEIGHTC", , "38", , , , "20000928", , , , , , 
"US-Shd", "25283", "GRP_HEIGHTC", , "39", , , , "19970721", , , , , , 
"US-Shd", "25285", "GRP_HEIGHTC", , "22", , , , "19970527", , , , , , 
"US-Shd", "25389", "GRP_HEIGHTC", , "48.6666666666667", , , , "20001012", , , , , , 
"US-Shd", "25417", "GRP_HEIGHTC", , "19", , , , "19970512", , , , , , 
"US-Shd", "25418", "GRP_HEIGHTC", , "31", , , , "19970609", , , , , , 
"US-Shd", "25508", "GRP_HEIGHTC", , "19", , , , "19980512", , , , , , 
"US-Shd", "25517", "GRP_HEIGHTC", , "41", , , , "19980723", , , , , , 
"US-Shd", "25527", "GRP_HEIGHTC", , "36.6666666666667", , , , "20000720", , , , , , 
"US-Shd", "25536", "GRP_HEIGHTC", , "47", , , , "19991007", , , , , , 
"US-Shd", "25664", "GRP_HEIGHTC", , "57", , , , "19971010", , , , , , 
"US-Shd", "25665", "GRP_HEIGHTC", , "49", , , , "19971107", , , , , , 
"US-Shd", "25776", "GRP_HEIGHTC", , "28.3333333333333", , , , "20000525", , , , , , 
"US-Shd", "25777", "GRP_HEIGHTC", , "39.6666666666667", , , , "20000731", , , , , , 
"US-Shd", "25784", "GRP_HEIGHTC", , "19", , , , "20000506", , , , , , 
"US-Shd", "25892", "GRP_HEIGHTC", , "43", , , , "19980821", , , , , , 
"US-Shd", "25902", "GRP_HEIGHTC", , "11.6666666666667", , , , "20000427", , , , , , 
"US-Shd", "25903", "GRP_HEIGHTC", , "42", , , , "20001109", , , , , , 
"US-Shd", "25905", "GRP_HEIGHTC", , "31.6666666666667", , , , "20000216", , , , , , 
"US-Shd", "25908", "GRP_HEIGHTC", , "52.3333333333333", , , , "19991022", , , , , , 
"US-Shd", "25910", "GRP_HEIGHTC", , "61", , , , "19971208", , , , , , 
"US-Shd", "26010", "GRP_HEIGHTC", , "38.3", , , , "20000817", , , , , , 
"US-Shd", "26031", "GRP_HEIGHTC", , "38.3333333333333", , , , "19990616", , , , , , 
"US-Shd", "26281", "GRP_HEIGHTC", , "54.6666666666667", , , , "20000706", , , , , , 
"US-Shd", "26290", "GRP_HEIGHTC", , "40.3333333333333", , , , "20001027", , , , , , 
"US-Shd", "26538", "GRP_HEIGHTC", , "7.16666666666667", , , , "20000413", , , , , , 
"US-Shd", "26658", "GRP_HEIGHTC", , "54", , , , "19970817", , , , , , 
"US-Shd", "26664", "GRP_HEIGHTC", , "41.7", , , , "20001128", , , , , , 
"US-Shd", "26680", "GRP_HEIGHTC", , "56", , , , "19980108", , , , , , 
"US-Shd", "26681", "GRP_HEIGHTC", , "59", , , , "19980219", , , , , , 
"US-Shd", "26682", "GRP_HEIGHTC", , "69", , , , "19980302", , , , , , 
"US-Shd", "26948", "GRP_HEIGHTC", , "52", , , , "19990923", , , , , , 
"US-Shd", "26956", "GRP_HEIGHTC", , "62", , , , "19980318", , , , , , 
"US-Shd", "26965", "GRP_HEIGHTC", , "24.3333333333333", , , , "19990330", , , , , , 
"US-Shd", "26966", "GRP_HEIGHTC", , "7", , , , "19990421", , , , , , 
"US-Shd", "27198", "GRP_HEIGHTC", , "43", , , , "19981016", , , , , , 
"US-Shd", "27199", "GRP_HEIGHTC", , "33", , , , "19981030", , , , , , 
"US-Shd", "27200", "GRP_HEIGHTC", , "7", , , , "20000328", , , , , , 
"US-Shd", "27209", "GRP_HEIGHTC", , "34", , , , "19981113", , , , , , 
"US-Shd", "27221", "GRP_HEIGHTC", , "33", , , , "19970305", , , , , , 
"US-Shd", "27230", "GRP_HEIGHTC", , "59.3333333333333", , , , "19990728", , , , , , 
"US-Shd", "27231", "GRP_HEIGHTC", , "53.6666666666667", , , , "19990827", , , , , , 
"US-Shd", "27232", "GRP_HEIGHTC", , "56", , , , "19990910", , , , , , 
"US-Shd", "27236", "GRP_HEIGHTC", , "30", , , , "19980527", , , , , , 
"US-Shd", "27510", "GRP_HEIGHTC", , "7", , , , "19970415", , , , , , 
"US-Shd", "27522", "GRP_HEIGHTC", , "12", , , , "19980429", , , , , , 
"US-Shd", "27534", "GRP_HEIGHTC", , "0", , , , "19990406", , , , , , 
"US-Shd", "27820", "GRP_HEIGHTC", , "53", , , , "19970831", , , , , , 
"US-Shd", "27822", "GRP_HEIGHTC", , "51", , , , "19991105", , , , , , 
"US-Shd", "27823", "GRP_HEIGHTC", , "53.3333333333333", , , , "19991119", , , , , , 
"US-Shd", "27825", "GRP_HEIGHTC", , "44.3333333333333", , , , "20000121", , , , , , 
"US-Shd", "27835", "GRP_HEIGHTC", , "40.6666666666667", , , , "20000608", , , , , , 
"US-Shd", "27838", "GRP_HEIGHTC", , "32.6666666666667", , , , "20000323", , , , , , 
"US-Shd", "27839", "GRP_HEIGHTC", , "34", , , , "19981002", , , , , , 
"US-Shd", "27840", "GRP_HEIGHTC", , "37", , , , "19981125", , , , , , 
"US-Shd", "27863", "GRP_HEIGHTC", , "29", , , , "20010326", , , , , , 
"US-Shd", "27865", "GRP_HEIGHTC", , "50", , , , "19990811", , , , , , 
"US-Shd", "27875", "GRP_HEIGHTC", , "31", , , , "19980609", , , , , , 
"US-Shd", "27876", "GRP_HEIGHTC", , "34", , , , "19980624", , , , , , 
"US-Shd", "27877", "GRP_HEIGHTC", , "33", , , , "19980708", , , , , , 
"US-Shd", "27889", "GRP_HEIGHTC", , "36.3333333333333", , , , "19990603", , , , , , 
"US-Shd", "28099", "GRP_HEIGHTC", , "38", , , , "20000622", , , , , , 
"US-Shd", "28100", "GRP_HEIGHTC", , "35", , , , "19980918", , , , , , 
"US-Shd", "28140", "GRP_HEIGHTC", , "23.6666666666667", , , , "19990519", , , , , , 
"US-Shd", "28238", "GRP_HEIGHTC", , "9", , , , "19980414", , , , , , 
"US-Shd", "28457", "GRP_HEIGHTC", , "32", , , , "19970623", , , , , , 
"US-Shd", "28458", "GRP_HEIGHTC", , "36", , , , "19970707", , , , , , 
"US-Shd", "28475", "GRP_HEIGHTC", , "58", , , , "19980202", , , , , , 
"US-Shd", "28483", "GRP_HEIGHTC", , "33", , , , "19990311", , , , , , 
"US-Shd", "28944", "GRP_HEIGHTC", , "66", , , , "19971121", , , , , , 
"US-Shd", "28956", "GRP_HEIGHTC", , "5", , , , "19970331", , , , , , 
"US-Shd", "28957", "GRP_HEIGHTC", , "10", , , , "19970429", , , , , , 
"US-Shd", "28964", "GRP_HEIGHTC", , "50.6666666666667", , , , "19990714", , , , , , 
"US-Shd", "29068", "GRP_HEIGHTC", , "51.6666666666667", , , , "19990702", , , , , , 
"US-Shd", "29069", "GRP_HEIGHTC", , "47", , , , "19991007", , , , , , 
"US-Shd", "29087", "GRP_HEIGHTC", , "35.3333333333333", , , , "19990322", , , , , , 
"US-Shd", "29426", "GRP_HEIGHTC", , "33", , , , "19970319", , , , , , 
"US-Shd", "29438", "GRP_HEIGHTC", , "60", , , , "19980331", , , , , , 
"US-Shd", "29447", "GRP_HEIGHTC", , "15.6666666666667", , , , "19990506", , , , , , 
"US-Slt", "28775", "GRP_HEIGHTC", "See Skowronski et al. 2007 for LIDAR data for this site", "9.52", , , , "2005", , , , "2.28", , 
"US-SO2", "24327", "GRP_HEIGHTC", "before July 2003 2.3m", "1", , , , "2008", , , , , , 
"US-SO3", "24848", "GRP_HEIGHTC", "before July 2003 0.8m", "0.5", , , , , , , , , , 
"US-SO4", "23952", "GRP_HEIGHTC", , "2.3", , , , , , , , , , 
"US-SP1", "29057", "GRP_HEIGHTC", , "24.2", , , , "2008", , , , , , 
"US-SP2", "29525", "GRP_HEIGHTC", "Value obtained from Inventory", "10.1", , , , "2008", , , , , , 
"US-SP3", "28829", "GRP_HEIGHTC", "value obtained from inventory", "14", , , , "2008", , , , , , 
"US-SRC", "88363", "GRP_HEIGHTC", , "1.7", "Mean", , , "20081108", , , , , , 
"US-SRG", "88345", "GRP_HEIGHTC", , "0.5", "Mean", , , "20000101", , , , , , 
"US-SRM", "88648", "GRP_HEIGHTC", "Potts et al. 2008 Ecology, range from 0.25 to 5 m", "2.5", "Mean", , , "20060801", , , , , , 
"US-Sta", "88349", "GRP_HEIGHTC", , "0.5", "Expert estimate", , , "20090501", , , , , , 
"US-Syv", "88195", "GRP_HEIGHTC", "27-28; From Ameriflux Site Info Page", "27.5", "Mean", , , "20050404", , , , , , 
"US-Ton", "89140", "GRP_HEIGHTC", , "4.61", "Standard Deviation", "8022", "Morphological analysis of airborne LiDAR data determine individual", "20090420", , "Spatial", , , , 
"US-Ton", "89141", "GRP_HEIGHTC", "Based on LiDAR data for an area of 1723m x 1732m centered on the tower. Claimed vertical accuracy from the data provider is 18 cm with 95% confidence.  Trees make up about 40% of the surface the rest is grass.", "4.449", "Standard Deviation", "21061", "Morphological analysis of airborne LiDAR data determine individual tree heights", "20030824", "0", "Spatial", , , , 
"US-Ton", "89142", "GRP_HEIGHTC", "Based on LiDAR data for an area of 1723m x 1732m centered on the tower. Claimed vertical accuracy from the data provider is 18 cm with 95% confidence.  Trees make up about 40% of the surface the rest is grass.", "9.16", "Mean", "21061", "Morphological analysis of airborne LiDAR data determine individual tree heights", "20030824", "0", "Spatial", , , , 
"US-Ton", "89143", "GRP_HEIGHTC", "Based on LiDAR data for an area of 1065m x 1065m centered on the tower  The vertical accuracy was -0.01 ± 0.05 m, based on the comparison of 819 test points.  Trees make up about 40% of the surface the rest is grass.", "10.64", "Mean", "8022", "Morphological analysis of airborne LiDAR data determine individual tree heights", "20090420", "0", "Spatial", , , , 
"US-Tw1", "88377", "GRP_HEIGHTC", "Green plants from 30cm x 30cm plots 7m to 10m apart along a transect upwind from the tower. From Sophie", "0.291", "Standard Deviation", "22", "Tape measure from ground to top of plant", "20160808", , "Spatial", "Aerenchymatous Plants", , , 
"US-Tw1", "88378", "GRP_HEIGHTC", "Average: Green plants from 30cm x 30cm plots 7m to 10m apart along a transect upwind from the tower. From Sophie", "29", "Standard Deviation", "41", "Tape measure from ground to top of plant", "20140801", , "Spatial", "Aerenchymatous Plants", , , 
"US-Tw1", "88379", "GRP_HEIGHTC", "Green plants from 30cm x 30cm plots 7m to 10m apart along a transect upwind from the tower. From Sophie", "3.355", "Mean", "22", "Tape measure from ground to top of plant", "20160808", , "Spatial", "Aerenchymatous Plants", , , 
"US-Tw1", "88380", "GRP_HEIGHTC", "Green plants from 30cm x 30cm plots 7m to 10m apart along a transect upwind from the tower. From Sophie", "3.43", "Mean", "20", "Tape measure from ground to top of plant", "20150811", , "Spatial", "Aerenchymatous Plants", , , 
"US-Tw1", "88381", "GRP_HEIGHTC", "Green plants from 30cm x 30cm plots 7m to 10m apart along a transect upwind from the tower. From Sophie", "0.23", "Standard Deviation", "20", "Tape measure from ground to top of plant", "20150811", , "Spatial", "Aerenchymatous Plants", , , 
"US-Tw1", "88382", "GRP_HEIGHTC", "Green plants from 30cm x 30cm plots 7m to 10m apart along a transect upwind from the tower. From Sophie", "3.064", "Mean", "14", "Tape measure from ground to top of plant", "20170719", , "Spatial", "Aerenchymatous Plants", , , 
"US-Tw1", "88383", "GRP_HEIGHTC", "Green plants from 30cm x 30cm plots 7m to 10m apart along a transect upwind from the tower. From Sophie", "0.575", "Standard Deviation", "14", "Tape measure from ground to top of plant", "20170719", , "Spatial", "Aerenchymatous Plants", , , 
"US-Tw2", "88384", "GRP_HEIGHTC", "Measured from clip plot sampled for biomass and LAI/PAI.", "0.23", "Standard Deviation", "5", "Tape measure from ground to top of plant", "20120705", , "Spatial", "Crop", , , 
"US-Tw2", "88385", "GRP_HEIGHTC", "Measured from clip plot sampled for biomass and LAI/PAI.", "2.76", "Mean", "5", "Tape measure from ground to top of plant", "20120913", , "Spatial", "Crop", , , 
"US-Tw2", "88386", "GRP_HEIGHTC", "Measured from clip plot sampled for biomass and LAI/PAI.", "2.57", "Mean", "5", "Tape measure from ground to top of plant", "20120830", , "Spatial", "Crop", , , 
"US-Tw2", "88387", "GRP_HEIGHTC", "Measured from clip plot sampled for biomass and LAI/PAI.", "0.22", "Standard Deviation", "5", "Tape measure from ground to top of plant", "20120809", , "Spatial", "Crop", , , 
"US-Tw2", "88388", "GRP_HEIGHTC", "Measured from clip plot sampled for biomass and LAI/PAI.", "2.38", "Mean", "5", "Tape measure from ground to top of plant", "20120809", , "Spatial", "Crop", , , 
"US-Tw2", "88389", "GRP_HEIGHTC", "Measured from clip plot sampled for biomass and LAI/PAI.", "0.08", "Standard Deviation", "5", "Tape measure from ground to top of plant", "20120823", , "Spatial", "Crop", , , 
"US-Tw2", "88390", "GRP_HEIGHTC", "Measured from clip plot sampled for biomass and LAI/PAI.", "2.73", "Mean", "5", "Tape measure from ground to top of plant", "20120823", , "Spatial", "Crop", , , 
