"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "REFERENCE_PAPER", "REFERENCE_DOI", "REFERENCE_USAGE", 
"US-ULM", "1700003543", "GRP_REFERENCE_PAPER", "Euskirchen, E. S., Bret-Harte, M. S., Shaver, G. R., Edgar, C. W., Romanovsky, V. E. (2017) Long-Term Release Of Carbon Dioxide From Arctic Tundra Ecosystems In Alaska, Ecosystems, 20(5), 960-974", "10.1007/s10021-016-0085-9", "Reference", 
"US-UM3", "1700003546", "GRP_REFERENCE_PAPER", "Euskirchen, E. S., Bret-Harte, M. S., Shaver, G. R., Edgar, C. W., Romanovsky, V. E. (2017) Long-Term Release Of Carbon Dioxide From Arctic Tundra Ecosystems In Alaska, Ecosystems, 20(5), 960-974", "10.1007/s10021-016-0085-9", "Reference", 
"US-UM3", "1700005010", "GRP_REFERENCE_PAPER", "Kenny, W. T., Bohrer, G., Morin, T. H., Vogel, C. S., Matheny, A. M., Desai, A. R. (2017) A Numerical Case Study Of The Implications Of Secondary Circulations To The Interpretation Of Eddy-Covariance Measurements Over Small Lakes, Boundary-Layer Meteorology, 165(2), 311-332", "10.1007/s10546-017-0268-8", "Reference", 
"US-UM3", "1700006075", "GRP_REFERENCE_PAPER", "Morin, T., Rey-Sánchez, A., Vogel, C., Matheny, A., Kenny, W., Bohrer, G. (2018) Carbon Dioxide Emissions From An Oligotrophic Temperate Lake: An Eddy Covariance Approach, Ecological Engineering, 114(5), 25-33", "10.1016/j.ecoleng.2017.05.005", "Reference", 
"US-UMB", "1700000240", "GRP_REFERENCE_PAPER", "Aron, P. G., Poulsen, C. J., Fiorella, R. P., Matheny, A. M. (2019) Stable Water Isotopes Reveal Effects Of Intermediate Disturbance And Canopy Structure On Forest Water Cycling, Journal Of Geophysical Research: Biogeosciences, 124(10), 2958-2975", "10.1029/2019JG005118", "Reference", 
"US-UMB", "1700000249", "GRP_REFERENCE_PAPER", "Atkins, J. W., Bohrer, G., Fahey, R. T., Hardiman, B. S., Morin, T. H., Stovall, A. E., Zimmerman, N., Gough, C. M. (2018) Quantifying Vegetation And Canopy Structural Complexity From Terrestrial Lidar Data Using The Forestr R Package, Methods In Ecology And Evolution, 9(10), 2057-2066", "10.1111/2041-210X.13061", "Reference", 
"US-UMB", "1700000255", "GRP_REFERENCE_PAPER", "Atkins, J. W., Fahey, R. T., Hardiman, B. H., Gough, C. M. (2018) Forest Canopy Structural Complexity And Light Absorption Relationships At The Subcontinental Scale, Journal Of Geophysical Research: Biogeosciences, 123(4), 1387-1405", "10.1002/2017JG004256", "Reference", 
"US-UMB", "1700000717", "GRP_REFERENCE_PAPER", "Barr, A., Richardson, A., Hollinger, D., Papale, D., Arain, M., Black, T., Bohrer, G., Dragoni, D., Fischer, M., Gu, L., Law, B., Margolis, H., McCaughey, J., Munger, J., Oechel, W., Schaeffer, K. (2013) Use Of Change-Point Detection For Friction–Velocity Threshold Evaluation In Eddy-Covariance Studies, Agricultural And Forest Meteorology, 171-172(8), 31-45", "10.1016/j.agrformet.2012.11.023", "Reference", 
"US-UMB", "1700000819", "GRP_REFERENCE_PAPER", "Besnard, S., Carvalhais, N., Arain, M. A., Black, A., de Bruin, S., Buchmann, N., Cescatti, A., Chen, J., Clevers, J. G., Desai, A. R., Gough, C. M., Havrankova, K., Herold, M., Hörtnagl, L., Jung, M., Knohl, A., Kruijt, B., Krupkova, L., Law, B. E., Lindroth, A., Noormets, A., Roupsard, O., Steinbrecher, R., Varlagin, A., Vincke, C., Reichstein, M. (2018) Quantifying The Effect Of Forest Age In Annual Net Forest Carbon Balance, Environmental Research Letters, 13(12), 124018", "10.1088/1748-9326/aaeaeb", "Reference", 
"US-UMB", "1700000870", "GRP_REFERENCE_PAPER", "Bond-Lamberty, B. Fisk, J. Holm, J.A. Bailey, V. Bohrer, G. Gough, C.M. (2015) Moderate forest disturbance as a stringent test for gap and big-leaf models, Biogeosciences, 12(), 513-526", "10.5194/bg-12-513-2015", "Reference", 
"US-UMB", "1700000873", "GRP_REFERENCE_PAPER", "Bond-Lamberty, B., Bailey, V. L., Chen, M., Gough, C. M., Vargas, R. (2018) Globally Rising Soil Heterotrophic Respiration Over Recent Decades, Nature, 560(7716), 80-83", "10.1038/s41586-018-0358-x", "Reference", 
"US-UMB", "1700001023", "GRP_REFERENCE_PAPER", "Bryan, A. M., Cheng, S. J., Ashworth, K., Guenther, A. B., Hardiman, B. S., Bohrer, G., Steiner, A. L. (2015) Forest-Atmosphere Bvoc Exchange In Diverse And Structurally Complex Canopies: 1-D Modeling Of A Mid-Successional Forest In Northern Michigan, Atmospheric Environment, 120(9), 217-226", "10.1016/j.atmosenv.2015.08.094", "Reference", 
"US-UMB", "1700001116", "GRP_REFERENCE_PAPER", "Castillo, B. T., Nave, L. E., Le Moine, J. M., James, T. Y., Nadelhoffer, K. J. (2018) Impacts Of Experimentally Accelerated Forest Succession On Belowground Plant And Fungal Communities, Soil Biology And Biochemistry, 125(7716), 44-53", "10.1016/j.soilbio.2018.06.022", "Reference", 
"US-UMB", "1700001257", "GRP_REFERENCE_PAPER", "Cheng, S. J., Bohrer, G., Steiner, A. L., Hollinger, D. Y., Suyker, A., Phillips, R. P., Nadelhoffer, K. J. (2015) Variations In The Influence Of Diffuse Light On Gross Primary Productivity In Temperate Ecosystems, Agricultural And Forest Meteorology, 201(1), 98-110", "10.1016/j.agrformet.2014.11.002", "Reference", 
"US-UMB", "1700001260", "GRP_REFERENCE_PAPER", "Cheng, S. J., Steiner, A. L., Hollinger, D. Y., Bohrer, G., Nadelhoffer, K. J. (2016) Using Satellite-Derived Optical Thickness To Assess The Influence Of Clouds On Terrestrial Carbon Uptake, Journal Of Geophysical Research: Biogeosciences, 121(7), 1747-1761", "10.1002/2016JG003365", "Reference", 
"US-UMB", "1700001419", "GRP_REFERENCE_PAPER", "Chu, H., Baldocchi, D. D., Poindexter, C., Abraha, M., Desai, A. R., Bohrer, G., Arain, M. A., Griffis, T., Blanken, P. D., O'Halloran, T. L., Thomas, R. Q., Zhang, Q., Burns, S. P., Frank, J. M., Christian, D., Brown, S., Black, T. A., Gough, C. M., Law, B. E., Lee, X., Chen, J., Reed, D. E., Massman, W. J., Clark, K., Hatfield, J., Prueger, J., Bracho, R., Baker, J. M., Martin, T. A. (2018) Temporal Dynamics Of Aerodynamic Canopy Height Derived From Eddy Covariance Momentum Flux Data Across North American Flux Networks, Geophysical Research Letters, 45(15), 9275–9287", "10.1029/2018GL079306", "Reference", 
"US-UMB", "1700001521", "GRP_REFERENCE_PAPER", "Chu, H., Baldocchi, D. D., Poindexter, C., Abraha, M., Desai, A. R., Bohrer, G., Arain, M. A., Griffis, T., Blanken, P. D., O'Halloran, T. L., Thomas, R. Q., Zhang, Q., Burns, S. P., Frank, J. M., Christian, D., Brown, S., Black, T. A., Gough, C. M., Law, B. E., Lee, X., Chen, J., Reed, D. E., Massman, W. J., Clark, K., Hatfield, J., Prueger, J., Bracho, R., Baker, J. M., Martin, T. A. (2018) Temporal Dynamics Of Aerodynamic Canopy Height Derived From Eddy Covariance Momentum Flux Data Across North American Flux Networks, Geophysical Research Letters, 45(3), 9275–9287", "10.1029/2018GL079306", "Reference", 
"US-UMB", "1700002004", "GRP_REFERENCE_PAPER", "Curtis, P. S., Gough, C. M. (2018) Forest Aging, Disturbance And The Carbon Cycle, New Phytologist, 219(4), 1188-1193", "10.1111/nph.15227", "Reference", 
"US-UMB", "1700002016", "GRP_REFERENCE_PAPER", "Curtis, P. S., Hanson, P. J., Bolstad, P., Barford, C., Randolph, J., Schmid, H., Wilson, K. B. (2002) Biometric And Eddy-Covariance Based Estimates Of Annual Carbon Storage In Five Eastern North American Deciduous Forests, Agricultural And Forest Meteorology, 113(1-4), 3-19", "10.1016/s0168-1923(02)00099-0", "Reference", 
"US-UMB", "1700002022", "GRP_REFERENCE_PAPER", "Curtis, P. S., Vogel, C. S., Gough, C. M., Schmid, H. P., Su, H. B., Bovard, B. D. (2005) Respiratory Carbon Losses And The Carbon-Use Efficiency Of A Northern Hardwood Forest, 1999-2003, New Phytologist, 167(2), 437-456", "10.1111/j.1469-8137.2005.01438.x", "Reference", 
"US-UMB", "1700002028", "GRP_REFERENCE_PAPER", "D’Odorico, P., Gonsamo, A., Gough, C. M., Bohrer, G., Morison, J., Wilkinson, M., Hanson, P. J., Gianelle, D., Fuentes, J. D., Buchmann, N. (2015) The Match And Mismatch Between Photosynthesis And Land Surface Phenology Of Deciduous Forests, Agricultural And Forest Meteorology, 214-215(9), 25-38", "10.1016/j.agrformet.2015.07.005", "Reference", 
"US-UMB", "1700002091", "GRP_REFERENCE_PAPER", "Davidson, E., Savage, K., Bolstad, P., Clark, D., Curtis, P., Ellsworth, D., Hanson, P., Law, B., Luo, Y., Pregitzer, K., Randolph, J., Zak, D. (2002) Belowground Carbon Allocation In Forests Estimated From Litterfall And IRGA-Based Soil Respiration Measurements, Agricultural And Forest Meteorology, 113(1-4), 39-51", "10.1016/s0168-1923(02)00101-6", "Reference", 
"US-UMB", "1700002175", "GRP_REFERENCE_PAPER", "Dennis Baldocchi, Cove Sturtevant (2015) Does day and night sampling reduce spurious correlation between canopy photosynthesis and ecosystem respiration?, Agricultural and Forest Meteorology, 207(1-4), 117-126", "10.1016/j.agrformet.2015.03.010", "Reference", 
"US-UMB", "1700002319", "GRP_REFERENCE_PAPER", "Detto, M., Bohrer, G., Nietz, J., Maurer, K., Vogel, C., Gough, C., Curtis, P. (2013) Multivariate Conditional Granger Causality Analysis For Lagged Response Of Soil Respiration In A Temperate Forest, Entropy, 15(12), 4266-4284", "10.3390/e15104266", "Reference", 
"US-UMB", "1700003549", "GRP_REFERENCE_PAPER", "Euskirchen, E. S., Bret-Harte, M. S., Shaver, G. R., Edgar, C. W., Romanovsky, V. E. (2017) Long-Term Release Of Carbon Dioxide From Arctic Tundra Ecosystems In Alaska, Ecosystems, 20(5), 960-974", "10.1007/s10021-016-0085-9", "Reference", 
"US-UMB", "1700003786", "GRP_REFERENCE_PAPER", "Fahey, R. T., Stuart-Haëntjens, E. J., Gough, C. M., De La Cruz, A., Stockton, E., Vogel, C. S., Curtis, P. S. (2016) Evaluating Forest Subcanopy Response To Moderate Severity Disturbance And Contribution To Ecosystem-Level Productivity And Resilience, Forest Ecology And Management, 376(4), 135-147", "10.1016/j.foreco.2016.06.001", "Reference", 
"US-UMB", "1700003915", "GRP_REFERENCE_PAPER", "Fotis, A. T., Morin, T. H., Fahey, R. T., Hardiman, B. S., Bohrer, G., Curtis, P. S. (2018) Forest Structure In Space And Time: Biotic And Abiotic Determinants Of Canopy Complexity And Their Effects On Net Primary Productivity, Agricultural And Forest Meteorology, 250-251(10), 181-191", "10.1016/j.agrformet.2017.12.251", "Reference", 
"US-UMB", "1700003942", "GRP_REFERENCE_PAPER", "Frasson, R. P., Bohrer, G., Medvigy, D., Matheny, A. M., Morin, T. H., Vogel, C. S., Gough, C. M., Maurer, K. D., Curtis, P. S. (2015) Modeling Forest Carbon Cycle Response To Tree Mortality: Effects Of Plant Functional Type And Disturbance Intensity, Journal Of Geophysical Research: Biogeosciences, 120(11), 2178-2193", "10.1002/2015JG003035", "Reference", 
"US-UMB", "1700003960", "GRP_REFERENCE_PAPER", "Fu, D., Chen, B., Zhang, H., Wang, J., Black, T. A., Amiro, B. D., Bohrer, G., Bolstad, P., Coulter, R., Rahman, A. F., Dunn, A., McCaughey, J. H., Meyers, T., Verma, S. (2014) Estimating Landscape Net Ecosystem Exchange At High Spatial–Temporal Resolution Based On Landsat Data, An Improved Upscaling Model Framework, And Eddy Covariance Flux Measurements, Remote Sensing Of Environment, 141(8), 90-104", "10.1016/j.rse.2013.10.029", "Reference", 
"US-UMB", "1700003978", "GRP_REFERENCE_PAPER", "Garrity, S. R., Bohrer, G., Maurer, K. D., Mueller, K. L., Vogel, C. S., Curtis, P. S. (2011) A Comparison Of Multiple Phenology Data Sources For Estimating Seasonal Transitions In Deciduous Forest Carbon Exchange, Agricultural And Forest Meteorology, 151(12), 1741-1752", "10.1016/j.agrformet.2011.07.008", "Reference", 
"US-UMB", "1700003981", "GRP_REFERENCE_PAPER", "Garrity, S. R., Meyer, K., Maurer, K. D., Hardiman, B., Bohrer, G. (2012) Estimating Plot-Level Tree Structure In A Deciduous Forest By Combining Allometric Equations, Spatial Wavelet Analysis And Airborne Lidar, Remote Sensing Letters, 3(5), 443-451", "10.1080/01431161.2011.618814", "Reference", 
"US-UMB", "1700004104", "GRP_REFERENCE_PAPER", "Gough, C. M., Curtis, P. S., Hardiman, B. S., Scheuermann, C. M., Bond‐Lamberty, B. (2016) Disturbance, Complexity, And Succession Of Net Ecosystem Production In North America'S Temperate Deciduous Forests, Ecosphere, 7(6), 474", "10.1002/ecs2.1375", "Reference", 
"US-UMB", "1700004110", "GRP_REFERENCE_PAPER", "Gough, C. M., Flower, C. E., Vogel, C. S., Dragoni, D., Curtis, P. S. (2009) Whole-Ecosystem Labile Carbon Production In A North Temperate Deciduous Forest, Agricultural And Forest Meteorology, 149(9), 1531-1540", "10.1016/j.agrformet.2009.04.006", "Reference", 
"US-UMB", "1700004113", "GRP_REFERENCE_PAPER", "Gough, C. M., Hardiman, B. S., Nave, L. E., Bohrer, G., Maurer, K. D., Vogel, C. S., Nadelhoffer, K. J., Curtis, P. S. (2013) Sustained Carbon Uptake And Storage Following Moderate Disturbance In A Great Lakes Forest, Ecological Applications, 23(5), 1202-1215", "10.1890/12-1554.1", "Reference", 
"US-UMB", "1700004119", "GRP_REFERENCE_PAPER", "Gough, C. M., Vogel, C. S., Hardiman, B., Curtis, P. S. (2010) Wood Net Primary Production Resilience In An Unmanaged Forest Transitioning From Early To Middle Succession, Forest Ecology And Management, 260(1), 36-41", "10.1016/j.foreco.2010.03.027", "Reference", 
"US-UMB", "1700004122", "GRP_REFERENCE_PAPER", "GOUGH, C. M., VOGEL, C. S., HARROLD, K. H., GEORGE, K., CURTIS, P. S. (2007) The Legacy Of Harvest And Fire On Ecosystem Carbon Storage In A North Temperate Forest, Global Change Biology, 13(9), 1935-1949", "10.1111/j.1365-2486.2007.01406.x", "Reference", 
"US-UMB", "1700004125", "GRP_REFERENCE_PAPER", "Gough, C. M., Vogel, C. S., Kazanski, C., Nagel, L., Flower, C. E., Curtis, P. S. (2007) Coarse Woody Debris And The Carbon Balance Of A North Temperate Forest, Forest Ecology And Management, 244(1-3), 60-67", "10.1016/j.foreco.2007.03.039", "Reference", 
"US-UMB", "1700004128", "GRP_REFERENCE_PAPER", "Gough, C. M., Vogel, C. S., Schmid, H. P., Curtis, P. S. (2008) Controls On Annual Forest Carbon Storage: Lessons From The Past And Predictions For The Future, Bioscience, 58(7), 609-622", "10.1641/B580708", "Reference", 
"US-UMB", "1700004131", "GRP_REFERENCE_PAPER", "Gough, C., Vogel, C., Schmid, H., Su, H., Curtis, P. (2008) Multi-Year Convergence Of Biometric And Meteorological Estimates Of Forest Carbon Storage, Agricultural And Forest Meteorology, 148(2), 158-170", "10.1016/j.agrformet.2007.08.004", "Reference", 
"US-UMB", "1700004422", "GRP_REFERENCE_PAPER", "Hardiman, B. S., Bohrer, G., Gough, C. M., Vogel, C. S., Curtis, P. S. (2011) The Role Of Canopy Structural Complexity In Wood Net Primary Production Of A Maturing Northern Deciduous Forest, Ecology, 92(9), 1818-1827", "10.1890/10-2192.1", "Reference", 
"US-UMB", "1700004431", "GRP_REFERENCE_PAPER", "Hardiman, B. S., Gough, C. M., Halperin, A., Hofmeister, K. L., Nave, L. E., Bohrer, G., Curtis, P. S. (2013) Maintaining High Rates Of Carbon Storage In Old Forests: A Mechanism Linking Canopy Structure To Forest Function, Forest Ecology And Management, 298(8), 111-119", "10.1016/j.foreco.2013.02.031", "Reference", 
"US-UMB", "1700004434", "GRP_REFERENCE_PAPER", "Hardiman, B., Bohrer, G., Gough, C., Curtis, P. (2013) Canopy Structural Changes Following Widespread Mortality Of Canopy Dominant Trees, Forests, 4(3), 537-552", "10.3390/f4030537", "Reference", 
"US-UMB", "1700004440", "GRP_REFERENCE_PAPER", "Hardiman, B., Gough, C., Butnor, J., Bohrer, G., Detto, M., Curtis, P. (2017) Coupling Fine-Scale Root And Canopy Structure Using Ground-Based Remote Sensing, Remote Sensing, 9(2), 182", "10.3390/rs9020182", "Reference", 
"US-UMB", "1700004443", "GRP_REFERENCE_PAPER", "Hardiman, B., LaRue, E., Atkins, J., Fahey, R., Wagner, F., Gough, C. (2018) Spatial Variation In Canopy Structure Across Forest Landscapes, Forests, 9(8), 474", "10.3390/f9080474", "Reference", 
"US-UMB", "1700004479", "GRP_REFERENCE_PAPER", "He, L., Ivanov, V. Y., Bohrer, G., Maurer, K. D., Vogel, C. S., Moghaddam, M. (2014) Effects Of Fine-Scale Soil Moisture And Canopy Heterogeneity On Energy And Water Fluxes In A Northern Temperate Mixed Forest, Agricultural And Forest Meteorology, 184(8), 243-256", "10.1016/j.agrformet.2013.10.006", "Reference", 
"US-UMB", "1700004482", "GRP_REFERENCE_PAPER", "He, L., Ivanov, V. Y., Bohrer, G., Thomsen, J. E., Vogel, C. S., Moghaddam, M. (2013) Temporal Dynamics Of Soil Moisture In A Northern Temperate Mixed Successional Forest After A Prescribed Intermediate Disturbance, Agricultural And Forest Meteorology, 180(7458), 22-33", "10.1016/j.agrformet.2013.04.014", "Reference", 
"US-UMB", "1700004656", "GRP_REFERENCE_PAPER", "Hibbard, K. A., Law, B. E., Reichstein, M., Sulzman, J. (2005) An Analysis Of Soil Respiration Across Northern Hemisphere Temperate Ecosystems, Biogeochemistry, 73(1), 29-70", "10.1007/s10533-004-2946-0", "Reference", 
"US-UMB", "1700004866", "GRP_REFERENCE_PAPER", "Jarvis, A. J., Stauch, V. J., Schulz, K., Young, P. C. (2004) The Seasonal Temperature Dependency Of Photosynthesis And Respiration In Two Deciduous Forests, Global Change Biology, 10(6), 939-950", "10.1111/j.1529-8817.2003.00743.x", "Reference", 
"US-UMB", "1700004962", "GRP_REFERENCE_PAPER", "Keenan, T. F., Gray, J., Friedl, M. A., Toomey, M., Bohrer, G., Hollinger, D. Y., Munger, J. W., O’Keefe, J., Schmid, H. P., Wing, I. S., Yang, B., Richardson, A. D. (2014) Net Carbon Uptake Has Increased Through Warming-Induced Changes In Temperate Forest Phenology, Nature Climate Change, 4(7), 598-604", "10.1038/nclimate2253", "Reference", 
"US-UMB", "1700004986", "GRP_REFERENCE_PAPER", "Keenan, T. F., Hollinger, D. Y., Bohrer, G., Dragoni, D., Munger, J. W., Schmid, H. P., Richardson, A. D. (2013) Increase In Forest Water-Use Efficiency As Atmospheric Carbon Dioxide Concentrations Rise, Nature, 499(7458), 324-327", "10.1038/nature12291", "Reference", 
"US-UMB", "1700005013", "GRP_REFERENCE_PAPER", "Kenny, W. T., Bohrer, G., Morin, T. H., Vogel, C. S., Matheny, A. M., Desai, A. R. (2017) A Numerical Case Study Of The Implications Of Secondary Circulations To The Interpretation Of Eddy-Covariance Measurements Over Small Lakes, Boundary-Layer Meteorology, 165(2), 311-332", "10.1007/s10546-017-0268-8", "Reference", 
"US-UMB", "1700005238", "GRP_REFERENCE_PAPER", "LaRue, E. A., Atkins, J. W., Dahlin, K., Fahey, R., Fei, S., Gough, C., Hardiman, B. S. (2018) Linking Landsat To Terrestrial Lidar: Vegetation Metrics Of Forest Greenness Are Correlated With Canopy Structural Complexity, International Journal Of Applied Earth Observation And Geoinformation, 73(6), 420-427", "10.1016/j.jag.2018.07.001", "Reference", 
"US-UMB", "1700005244", "GRP_REFERENCE_PAPER", "Lasslop, G., Migliavacca, M., Bohrer, G., Reichstein, M., Bahn, M., Ibrom, A., Jacobs, C., Kolari, P., Papale, D., Vesala, T., Wohlfahrt, G., Cescatti, A. (2012) On The Choice Of The Driving Temperature For Eddy-Covariance Carbon Dioxide Flux Partitioning, Biogeosciences, 9(12), 5243-5259", "10.5194/bg-9-5243-2012", "Reference", 
