"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "REFERENCE_PAPER", "REFERENCE_DOI", "REFERENCE_USAGE", 
"US-Tw3", "1700006255", "GRP_REFERENCE_PAPER", "Oikawa, P. Y., C. Sturtevant, S. H. Knox, J. Verfaillie, Y. W. Huang, and D. D. Baldocchi. (2017) Revisiting the partitioning of net ecosystem exchange of CO2 into photosynthesis and respiration with simultaneous flux measurements of 13CO2 and CO2, soil respiration and a biophysical model, CANVEG., Agricultural and Forest Meteorology, 234(8), 149-163", "10.1016/j.agrformet.2016.12.016", "Reference", 
"US-Tw3", "1700007302", "GRP_REFERENCE_PAPER", "Sullivan, R. C., Cook, D. R., Ghate, V. P., Kotamarthi, V. R., Feng, Y. (2019) Improved Spatiotemporal Representativeness And Bias Reduction Of Satellite-Based Evapotranspiration Retrievals Via Use Of In Situ Meteorology And Constrained Canopy Surface Resistance, Journal Of Geophysical Research: Biogeosciences, 124(2), 342-352", "10.1029/2018JG004744", "Reference", 
"US-Tw3", "1700007401", "GRP_REFERENCE_PAPER", "Sullivan, R. C., Kotamarthi, V. R., Feng, Y. (2019) Recovering Evapotranspiration Trends From Biased CMIP5 Simulations And Sensitivity To Changing Climate Over North America, Journal Of Hydrometeorology, 20(8), 1619-1633", "10.1175/JHM-D-18-0259.1", "Reference", 
"US-Tw4", "1700001146", "GRP_REFERENCE_PAPER", "Chamberlain, S. D., Verfaillie, J., Eichelmann, E., Hemes, K. S., Baldocchi, D. D. (2017) Evaluation Of Density Corrections To Methane Fluxes Measured By Open-Path Eddy Covariance Over Contrasting Landscapes, Boundary-Layer Meteorology, 122(1), 145-167", "10.1007/s10546-017-0275-9", "Reference", 
"US-Tw4", "1700001152", "GRP_REFERENCE_PAPER", "Chamberlain, S. D., Verfaillie, J., Eichelmann, E., Hemes, K. S., Baldocchi, D. D. (2017) Evaluation Of Density Corrections To Methane Fluxes Measured By Open-Path Eddy Covariance Over Contrasting Landscapes, Boundary-Layer Meteorology, 20(8), 1619-1633", "10.1007/s10546-017-0275-9", "Reference", 
"US-Tw4", "1700002448", "GRP_REFERENCE_PAPER", "Eichelmann, E., Hemes, K. S., Knox, S. H., Oikawa, P. Y., Chamberlain, S. D., Sturtevant, C., Verfaillie, J., Baldocchi, D. D. (2018) The Effect Of Land Cover Type And Structure On Evapotranspiration From Agricultural And Wetland Sites In The Sacramento–San Joaquin River Delta, California, Agricultural And Forest Meteorology, 256-257(1), 179-195", "10.1016/j.agrformet.2018.03.007", "Reference", 
"US-Tw4", "1700002469", "GRP_REFERENCE_PAPER", "Eichelmann, E., Hemes, K. S., Knox, S. H., Oikawa, P. Y., Chamberlain, S. D., Sturtevant, C., Verfaillie, J., Baldocchi, D. D. (2018) The Effect Of Land Cover Type And Structure On Evapotranspiration From Agricultural And Wetland Sites In The Sacramento–San Joaquin River Delta, California, Agricultural And Forest Meteorology, 256-257(8), 179-195", "10.1016/j.agrformet.2018.03.007", "Reference", 
"US-Tw4", "1700003510", "GRP_REFERENCE_PAPER", "Euskirchen, E. S., Bret-Harte, M. S., Shaver, G. R., Edgar, C. W., Romanovsky, V. E. (2017) Long-Term Release Of Carbon Dioxide From Arctic Tundra Ecosystems In Alaska, Ecosystems, 20(5), 960-974", "10.1007/s10021-016-0085-9", "Reference", 
"US-Tw4", "1700004542", "GRP_REFERENCE_PAPER", "Hemes, K. S., Chamberlain, S. D., Eichelmann, E., Anthony, T., Valach, A., Kasak, K., Szutu, D., Verfaillie, J., Silver, W. L., Baldocchi, D. D. (2019) Assessing The Carbon And Climate Benefit Of Restoring Degraded Agricultural Peat Soils To Managed Wetlands, Agricultural And Forest Meteorology, 268(1), 202-214", "10.1016/j.agrformet.2019.01.017", "Reference", 
"US-Tw4", "1700004578", "GRP_REFERENCE_PAPER", "Hemes, K. S., Chamberlain, S. D., Eichelmann, E., Anthony, T., Valach, A., Kasak, K., Szutu, D., Verfaillie, J., Silver, W. L., Baldocchi, D. D. (2019) Assessing The Carbon And Climate Benefit Of Restoring Degraded Agricultural Peat Soils To Managed Wetlands, Agricultural And Forest Meteorology, 268(8), 202-214", "10.1016/j.agrformet.2019.01.017", "Reference", 
"US-Tw4", "1700004590", "GRP_REFERENCE_PAPER", "Hemes, K. S., Chamberlain, S. D., Eichelmann, E., Knox, S. H., Baldocchi, D. D. (2018) A Biogeochemical Compromise: The High Methane Cost Of Sequestering Carbon In Restored Wetlands, Geophysical Research Letters, 256-257(1), 179-195", "10.1029/2018GL077747", "Reference", 
"US-Tw4", "1700004602", "GRP_REFERENCE_PAPER", "Hemes, K. S., Chamberlain, S. D., Eichelmann, E., Knox, S. H., Baldocchi, D. D. (2018) A Biogeochemical Compromise: The High Methane Cost Of Sequestering Carbon In Restored Wetlands, Geophysical Research Letters, 256-257(8), 179-195", "10.1029/2018GL077747", "Reference", 
"US-Tw4", "1700004611", "GRP_REFERENCE_PAPER", "Hemes, K. S., Eichelmann, E., Chamberlain, S., Knox, S. H., Oikawa, P. Y., Sturtevant, C., Verfaillie, J., Szutu, D., Baldocchi, D. D. (2018) A Unique Combination Of Aerodynamic And Surface Properties Contribute To Surface Cooling In Restored Wetlands Of The Sacramento-San Joaquin Delta, California, Journal Of Geophysical Research: Biogeosciences, 256-257(1), 179-195", "10.1029/2018JG004494", "Reference", 
"US-Tw4", "1700004626", "GRP_REFERENCE_PAPER", "Hemes, K. S., Eichelmann, E., Chamberlain, S., Knox, S. H., Oikawa, P. Y., Sturtevant, C., Verfaillie, J., Szutu, D., Baldocchi, D. D. (2018) A Unique Combination Of Aerodynamic And Surface Properties Contribute To Surface Cooling In Restored Wetlands Of The Sacramento-San Joaquin Delta, California, Journal Of Geophysical Research: Biogeosciences, 256-257(8), 179-195", "10.1029/2018JG004494", "Reference", 
"US-Tw4", "1700006264", "GRP_REFERENCE_PAPER", "Oikawa, P. Y.; Jenerette, G. D.; Knox, S. H.; Sturtevant, C.; Verfaillie, J.; Dronova, I.; Poindexter, C. M. ; Eichelmann, E.; Baldocchi, D. D. (2017) Evaluation of a hierarchy of models reveals importance of substrate limitation for predicting carbon dioxide and methane exchange in restored wetlands, Journal of Geophysical Research: Biogeosciences, 122(1), 145-167", "10.1002/2016JG003438", "Reference", 
"US-Tw4", "1700007305", "GRP_REFERENCE_PAPER", "Sullivan, R. C., Cook, D. R., Ghate, V. P., Kotamarthi, V. R., Feng, Y. (2019) Improved Spatiotemporal Representativeness And Bias Reduction Of Satellite-Based Evapotranspiration Retrievals Via Use Of In Situ Meteorology And Constrained Canopy Surface Resistance, Journal Of Geophysical Research: Biogeosciences, 124(2), 342-352", "10.1029/2018JG004744", "Reference", 
"US-Tw4", "1700007404", "GRP_REFERENCE_PAPER", "Sullivan, R. C., Kotamarthi, V. R., Feng, Y. (2019) Recovering Evapotranspiration Trends From Biased CMIP5 Simulations And Sensitivity To Changing Climate Over North America, Journal Of Hydrometeorology, 20(8), 1619-1633", "10.1175/JHM-D-18-0259.1", "Reference", 
"US-Tw5", "1700003513", "GRP_REFERENCE_PAPER", "Euskirchen, E. S., Bret-Harte, M. S., Shaver, G. R., Edgar, C. W., Romanovsky, V. E. (2017) Long-Term Release Of Carbon Dioxide From Arctic Tundra Ecosystems In Alaska, Ecosystems, 20(5), 960-974", "10.1007/s10021-016-0085-9", "Reference", 
"US-Tw5", "1700004536", "GRP_REFERENCE_PAPER", "Hemes, K. S., Chamberlain, S. D., Eichelmann, E., Anthony, T., Valach, A., Kasak, K., Szutu, D., Verfaillie, J., Silver, W. L., Baldocchi, D. D. (2019) Assessing The Carbon And Climate Benefit Of Restoring Degraded Agricultural Peat Soils To Managed Wetlands, Agricultural And Forest Meteorology, 268(), 202-214", "10.1016/j.agrformet.2019.01.017", "Reference", 
"US-Tw5", "1700004557", "GRP_REFERENCE_PAPER", "Hemes, K. S., Chamberlain, S. D., Eichelmann, E., Anthony, T., Valach, A., Kasak, K., Szutu, D., Verfaillie, J., Silver, W. L., Baldocchi, D. D. (2019) Assessing The Carbon And Climate Benefit Of Restoring Degraded Agricultural Peat Soils To Managed Wetlands, Agricultural And Forest Meteorology, 268(5), 202-214", "10.1016/j.agrformet.2019.01.017", "Reference", 
"US-Twt", "1700000573", "GRP_REFERENCE_PAPER", "Baldocchi, D., Penuelas, J. (2018) The Physics And Ecology Of Mining Carbon Dioxide From The Atmosphere By Ecosystems, Global Change Biology, 45(6), 9275–9287", "10.1111/gcb.14559", "Reference", 
"US-Twt", "1700000588", "GRP_REFERENCE_PAPER", "Baldocchi, D., Penuelas, J. (2018) The Physics And Ecology Of Mining Carbon Dioxide From The Atmosphere By Ecosystems, Global Change Biology, 45(8), 9275–9287", "10.1111/gcb.14559", "Reference", 
"US-Twt", "1700000591", "GRP_REFERENCE_PAPER", "Baldocchi, D., S. Knox, I. Dronova, J. Verfaillie, P. Oikawa, C. Sturtevant, J. H. Matthes, and M. Detto. (2016) The impact of expanding flooded land area on the annual evaporation of rice. Agricultural and Forest Meteorology, Agricultural and Forest Meteorology, 223(6), 181-193", "http://dx.doi.org/10.1016/j.agrformet.2016.04.001", "Reference", 
"US-Twt", "1700001155", "GRP_REFERENCE_PAPER", "Chamberlain, S. D., Verfaillie, J., Eichelmann, E., Hemes, K. S., Baldocchi, D. D. (2017) Evaluation Of Density Corrections To Methane Fluxes Measured By Open-Path Eddy Covariance Over Contrasting Landscapes, Boundary-Layer Meteorology, 20(8), 1619-1633", "10.1007/s10546-017-0275-9", "Reference", 
"US-Twt", "1700001164", "GRP_REFERENCE_PAPER", "Chamberlain, S. D., Verfaillie, J., Eichelmann, E., Hemes, K. S., Baldocchi, D. D. (2017) Evaluation Of Density Corrections To Methane Fluxes Measured By Open-Path Eddy Covariance Over Contrasting Landscapes, Boundary-Layer Meteorology, 223(6), 181-193", "10.1007/s10546-017-0275-9", "Reference", 
"US-Twt", "1700001767", "GRP_REFERENCE_PAPER", "Chu, H., Baldocchi, D. D., Poindexter, C., Abraha, M., Desai, A. R., Bohrer, G., Arain, M. A., Griffis, T., Blanken, P. D., O'Halloran, T. L., Thomas, R. Q., Zhang, Q., Burns, S. P., Frank, J. M., Christian, D., Brown, S., Black, T. A., Gough, C. M., Law, B. E., Lee, X., Chen, J., Reed, D. E., Massman, W. J., Clark, K., Hatfield, J., Prueger, J., Bracho, R., Baker, J. M., Martin, T. A. (2018) Temporal Dynamics Of Aerodynamic Canopy Height Derived From Eddy Covariance Momentum Flux Data Across North American Flux Networks, Geophysical Research Letters, 45(6), 9275–9287", "10.1029/2018GL079306", "Reference", 
"US-Twt", "1700001809", "GRP_REFERENCE_PAPER", "Chu, H., Baldocchi, D. D., Poindexter, C., Abraha, M., Desai, A. R., Bohrer, G., Arain, M. A., Griffis, T., Blanken, P. D., O'Halloran, T. L., Thomas, R. Q., Zhang, Q., Burns, S. P., Frank, J. M., Christian, D., Brown, S., Black, T. A., Gough, C. M., Law, B. E., Lee, X., Chen, J., Reed, D. E., Massman, W. J., Clark, K., Hatfield, J., Prueger, J., Bracho, R., Baker, J. M., Martin, T. A. (2018) Temporal Dynamics Of Aerodynamic Canopy Height Derived From Eddy Covariance Momentum Flux Data Across North American Flux Networks, Geophysical Research Letters, 45(8), 9275–9287", "10.1029/2018GL079306", "Reference", 
"US-Twt", "1700002454", "GRP_REFERENCE_PAPER", "Eichelmann, E., Hemes, K. S., Knox, S. H., Oikawa, P. Y., Chamberlain, S. D., Sturtevant, C., Verfaillie, J., Baldocchi, D. D. (2018) The Effect Of Land Cover Type And Structure On Evapotranspiration From Agricultural And Wetland Sites In The Sacramento–San Joaquin River Delta, California, Agricultural And Forest Meteorology, 256-257(6), 179-195", "10.1016/j.agrformet.2018.03.007", "Reference", 
"US-Twt", "1700002472", "GRP_REFERENCE_PAPER", "Eichelmann, E., Hemes, K. S., Knox, S. H., Oikawa, P. Y., Chamberlain, S. D., Sturtevant, C., Verfaillie, J., Baldocchi, D. D. (2018) The Effect Of Land Cover Type And Structure On Evapotranspiration From Agricultural And Wetland Sites In The Sacramento–San Joaquin River Delta, California, Agricultural And Forest Meteorology, 256-257(8), 179-195", "10.1016/j.agrformet.2018.03.007", "Reference", 
"US-Twt", "1700003516", "GRP_REFERENCE_PAPER", "Euskirchen, E. S., Bret-Harte, M. S., Shaver, G. R., Edgar, C. W., Romanovsky, V. E. (2017) Long-Term Release Of Carbon Dioxide From Arctic Tundra Ecosystems In Alaska, Ecosystems, 20(5), 960-974", "10.1007/s10021-016-0085-9", "Reference", 
"US-Twt", "1700004461", "GRP_REFERENCE_PAPER", "Hatala, J. A., Detto, M., Baldocchi, D. D. (2012) Gross Ecosystem Photosynthesis Causes A Diurnal Pattern In Methane Emission From Rice, Geophysical Research Letters, 39(6), n/a-n/a", "10.1029/2012gl051303", "Reference", 
"US-Twt", "1700004467", "GRP_REFERENCE_PAPER", "Hatala, J. A., Detto, M., Sonnentag, O., Deverel, S. J., Verfaillie, J., Baldocchi, D. D. (2012) Greenhouse Gas (CO2, CH4, H2O) Fluxes From Drained And Flooded Agricultural Peatlands In The Sacramento-San Joaquin Delta, Agriculture, Ecosystems &amp; Environment, 150(6), 1-18", "10.1016/j.agee.2012.01.009", "Primary_Citation", 
"US-Twt", "1700004560", "GRP_REFERENCE_PAPER", "Hemes, K. S., Chamberlain, S. D., Eichelmann, E., Anthony, T., Valach, A., Kasak, K., Szutu, D., Verfaillie, J., Silver, W. L., Baldocchi, D. D. (2019) Assessing The Carbon And Climate Benefit Of Restoring Degraded Agricultural Peat Soils To Managed Wetlands, Agricultural And Forest Meteorology, 268(6), 202-214", "10.1016/j.agrformet.2019.01.017", "Reference", 
"US-Twt", "1700004581", "GRP_REFERENCE_PAPER", "Hemes, K. S., Chamberlain, S. D., Eichelmann, E., Anthony, T., Valach, A., Kasak, K., Szutu, D., Verfaillie, J., Silver, W. L., Baldocchi, D. D. (2019) Assessing The Carbon And Climate Benefit Of Restoring Degraded Agricultural Peat Soils To Managed Wetlands, Agricultural And Forest Meteorology, 268(8), 202-214", "10.1016/j.agrformet.2019.01.017", "Reference", 
"US-Twt", "1700005052", "GRP_REFERENCE_PAPER", "Kim, Y., Johnson, M. S., Knox, S. H., Black, T. A., Dalmagro, H. J., Kang, M., Kim, J., Baldocchi, D. (2019) Gap‐Filling Approaches For Eddy Covariance Methane Fluxes: A Comparison Of Three Machine Learning Algorithms And A Traditional Method With Principal Component Analysis, Global Change Biology, 20(8), 1619-1633", "10.1111/gcb.14845", "Reference", 
"US-Twt", "1700005088", "GRP_REFERENCE_PAPER", "Knox, S. H., J. H. Matthes, C. Sturtevant, P. Y. Oikawa, J. Verfaillie, and D. Baldocchi. (2016) Biophysical controls on interannual variability in ecosystem-scale CO2 and CH4 exchange in a California rice paddy., Journal of Geophysical Research-Biogeosciences, 121(6), 978-1001", "10.1002/2015JG003247", "Reference", 
"US-Twt", "1700005109", "GRP_REFERENCE_PAPER", "Knox, S. H.,, Sturtevant, C., Matthes, J.H., Koteen, L., Verfaillie,J., Baldocchi. D. (2014) Agricultural peatland restoration: effects of land-use change on greenhouse gas (CO2 and CH4) fluxes in the Sacramento-San Joaquin Delta, Global Change Biology, 21(), 750-765", "10.1111/gcb.12745", "Reference", 
"US-Twt", "1700007308", "GRP_REFERENCE_PAPER", "Sullivan, R. C., Cook, D. R., Ghate, V. P., Kotamarthi, V. R., Feng, Y. (2019) Improved Spatiotemporal Representativeness And Bias Reduction Of Satellite-Based Evapotranspiration Retrievals Via Use Of In Situ Meteorology And Constrained Canopy Surface Resistance, Journal Of Geophysical Research: Biogeosciences, 124(2), 342-352", "10.1029/2018JG004744", "Reference", 
"US-Twt", "1700007407", "GRP_REFERENCE_PAPER", "Sullivan, R. C., Kotamarthi, V. R., Feng, Y. (2019) Recovering Evapotranspiration Trends From Biased CMIP5 Simulations And Sensitivity To Changing Climate Over North America, Journal Of Hydrometeorology, 20(8), 1619-1633", "10.1175/JHM-D-18-0259.1", "Reference", 
"US-Tx2", "1700003519", "GRP_REFERENCE_PAPER", "Euskirchen, E. S., Bret-Harte, M. S., Shaver, G. R., Edgar, C. W., Romanovsky, V. E. (2017) Long-Term Release Of Carbon Dioxide From Arctic Tundra Ecosystems In Alaska, Ecosystems, 20(5), 960-974", "10.1007/s10021-016-0085-9", "Reference", 
"US-Tx3", "1700003522", "GRP_REFERENCE_PAPER", "Euskirchen, E. S., Bret-Harte, M. S., Shaver, G. R., Edgar, C. W., Romanovsky, V. E. (2017) Long-Term Release Of Carbon Dioxide From Arctic Tundra Ecosystems In Alaska, Ecosystems, 20(5), 960-974", "10.1007/s10021-016-0085-9", "Reference", 
"US-Tx4", "1700003525", "GRP_REFERENCE_PAPER", "Euskirchen, E. S., Bret-Harte, M. S., Shaver, G. R., Edgar, C. W., Romanovsky, V. E. (2017) Long-Term Release Of Carbon Dioxide From Arctic Tundra Ecosystems In Alaska, Ecosystems, 20(5), 960-974", "10.1007/s10021-016-0085-9", "Reference", 
"US-Tx5", "1700003528", "GRP_REFERENCE_PAPER", "Euskirchen, E. S., Bret-Harte, M. S., Shaver, G. R., Edgar, C. W., Romanovsky, V. E. (2017) Long-Term Release Of Carbon Dioxide From Arctic Tundra Ecosystems In Alaska, Ecosystems, 20(5), 960-974", "10.1007/s10021-016-0085-9", "Reference", 
"US-Tx6", "1700003531", "GRP_REFERENCE_PAPER", "Euskirchen, E. S., Bret-Harte, M. S., Shaver, G. R., Edgar, C. W., Romanovsky, V. E. (2017) Long-Term Release Of Carbon Dioxide From Arctic Tundra Ecosystems In Alaska, Ecosystems, 20(5), 960-974", "10.1007/s10021-016-0085-9", "Reference", 
"US-Tx7", "1700003534", "GRP_REFERENCE_PAPER", "Euskirchen, E. S., Bret-Harte, M. S., Shaver, G. R., Edgar, C. W., Romanovsky, V. E. (2017) Long-Term Release Of Carbon Dioxide From Arctic Tundra Ecosystems In Alaska, Ecosystems, 20(5), 960-974", "10.1007/s10021-016-0085-9", "Reference", 
"US-Tx9", "1700003537", "GRP_REFERENCE_PAPER", "Euskirchen, E. S., Bret-Harte, M. S., Shaver, G. R., Edgar, C. W., Romanovsky, V. E. (2017) Long-Term Release Of Carbon Dioxide From Arctic Tundra Ecosystems In Alaska, Ecosystems, 20(5), 960-974", "10.1007/s10021-016-0085-9", "Reference", 
"US-Uaf", "1700002043", "GRP_REFERENCE_PAPER", "Date, T., Ueyama. M., Harazono, Y., Ota, Y., Iwata, T. and Yamamoto, S. (2009) Satellite observations of decadal scale CO2 fluxes over black spruce forests in Alaska associated with climate variability., J. Agric. Meteorol., 65(107-115), 47-60", , "Reference", 
"US-Uaf", "1700002046", "GRP_REFERENCE_PAPER", "Date, T., Ueyama. M., Harazono, Y., Ota, Y., Iwata, T. and Yamamoto, S. (2009) Satellite observations of decadal scale CO2 fluxes over black spruce forests in Alaska associated with climate variability., J. Agric. Meteorol., 65(107-115), 47-60", "10.1007/s10021-016-0085-9", "Reference", 
"US-Uaf", "1700003540", "GRP_REFERENCE_PAPER", "Euskirchen, E. S., Bret-Harte, M. S., Shaver, G. R., Edgar, C. W., Romanovsky, V. E. (2017) Long-Term Release Of Carbon Dioxide From Arctic Tundra Ecosystems In Alaska, Ecosystems, 20(5), 960-974", "10.1007/s10021-016-0085-9", "Reference", 
"US-Uaf", "1700004416", "GRP_REFERENCE_PAPER", "Harazono, Y., Iwata, H., Sakabe, A., Ueyama, M., Takahashi, K., Nagano, H., Nakai, T., and Kosugi, Y. (2015) Effects of water vapor dilution on trace gas flux, and practical correction methods, J. Agric. Meteorol., 71(4), 65-76", "doi:10.1111/gcb.12434", "Reference", 
"US-Uaf", "1700004830", "GRP_REFERENCE_PAPER", "Iwata, H., Harazono, Y., and Ueyama, M. (2010) Influence of source/sink distributions on flux-gradient relationships in the roughtness sublayer over an open forest canopy under unstable conditions, Boundary Layer Meteorol., 136(107-115), 391-405", , "Reference", 
"US-Uaf", "1700004833", "GRP_REFERENCE_PAPER", "Iwata, H., Harazono, Y., and Ueyama, M. (2010) Influence of source/sink distributions on flux-gradient relationships in the roughtness sublayer over an open forest canopy under unstable conditions, Boundary Layer Meteorol., 136(107-115), 391-405", "10.1007/s10021-016-0085-9", "Reference", 
"US-Uaf", "1700004836", "GRP_REFERENCE_PAPER", "Iwata, H., Harazono, Y., and Ueyama, M. (2012) Sensitivity and offset changes of a fast-response open-path infrared gas analyzer during long-term observations in an Arctic environment, J. Agric. Meteorol., 68(107-115), 175-181", , "Reference", 
"US-Uaf", "1700004839", "GRP_REFERENCE_PAPER", "Iwata, H., Harazono, Y., and Ueyama, M. (2012) Sensitivity and offset changes of a fast-response open-path infrared gas analyzer during long-term observations in an Arctic environment, J. Agric. Meteorol., 68(107-115), 175-181", "10.1007/s10021-016-0085-9", "Reference", 
"US-Uaf", "1700004842", "GRP_REFERENCE_PAPER", "Iwata, H., Harazono, Y., and Ueyama, M. (2012) The role of permafrost on water exchange of a black spruce forest in Interior Alaska, Agric. Forest Meteorol., 161(107-115), 223-233", , "Reference", 
"US-Uaf", "1700004845", "GRP_REFERENCE_PAPER", "Iwata, H., Harazono, Y., and Ueyama, M. (2012) The role of permafrost on water exchange of a black spruce forest in Interior Alaska, Agric. Forest Meteorol., 161(107-115), 223-233", "10.1007/s10021-016-0085-9", "Reference", 
"US-Uaf", "1700004848", "GRP_REFERENCE_PAPER", "Iwata, H., Harazono, Y., Ueyama, M., Sakabe, A., Nagano H., Kosugi, Y., Takahashi, K., and Kim, Y. (2015) Methane exchange in a poorly-drained black spruce forest over permafrost observed using the eddy covariance technique, Agric. Forest Meteorol., 214-215(4), 157-168", "doi:10.1111/gcb.12434", "Reference", 
"US-Uaf", "1700005055", "GRP_REFERENCE_PAPER", "Kim, Y., Ueyama, M., Nakagawa, F., Tsunogai, U., Harazono, Y. and Tanaka, N. (2007) Assessment of winter fluxes of CO2 and CH4 in boreal forest soils of central Alaska estimated by the profile method and the chamber method: A diagnosis of methane emission and implications for the regional carbon budget, Tellus, 59B(), 223-233", , "Reference", 
"US-Uaf", "1700005058", "GRP_REFERENCE_PAPER", "Kim, Y., Ueyama, M., Nakagawa, F., Tsunogai, U., Harazono, Y. and Tanaka, N. (2007) Assessment of winter fluxes of CO2 and CH4 in boreal forest soils of central Alaska estimated by the profile method and the chamber method: A diagnosis of methane emission and implications for the regional carbon budget, Tellus, 59B(2), 223-233", "10.1007/s10021-016-0085-9", "Reference", 
"US-Uaf", "1700005073", "GRP_REFERENCE_PAPER", "Kitamoto, T., Ueyama, M., Harazono, Y., Iwata, T. and Yamamoto, S. (2007) Applications of NOAA/AVHRR and observed fluxes to estimate regional carbon fluxes over black spruce forests in Alaska., J. Agric. Meteorol., 63(107-115), 171-183", , "Reference", 
"US-Uaf", "1700005076", "GRP_REFERENCE_PAPER", "Kitamoto, T., Ueyama, M., Harazono, Y., Iwata, T. and Yamamoto, S. (2007) Applications of NOAA/AVHRR and observed fluxes to estimate regional carbon fluxes over black spruce forests in Alaska., J. Agric. Meteorol., 63(107-115), 171-183", "10.1007/s10021-016-0085-9", "Reference", 
"US-Uaf", "1700005580", "GRP_REFERENCE_PAPER", "Masahito UEYAMA, Narumi TAHARA, Hirohiko NAGANO, Naoki MAKITA, Hiroki IWATA, Yoshinobu HARAZONO (2018) Leaf- and ecosystem-scale photosynthetic parameters for the overstory and understory of boreal forests in interior Alaska, journal of Agricultural Meteorology, 74(2), 79-86", "10.1007/s10021-016-0085-9", "Reference", 
"US-Uaf", "1700007704", "GRP_REFERENCE_PAPER", "Ueyama, M., Harazaono, Y., Okada, R., Nojiri, A., Ohtaki, E. and Miyata, A. (2006) Micrometeorological measurements of methane flux at a boreal forest in central Alaska, Mem. Natl Inst. Polar Res., Spec. Issue, 59(), 156-167", , "Reference", 
"US-Uaf", "1700007707", "GRP_REFERENCE_PAPER", "Ueyama, M., Harazaono, Y., Okada, R., Nojiri, A., Ohtaki, E. and Miyata, A. (2006) Micrometeorological measurements of methane flux at a boreal forest in central Alaska, Mem. Natl Inst. Polar Res., Spec. Issue, 59(2), 156-167", "10.1007/s10021-016-0085-9", "Reference", 
"US-Uaf", "1700007710", "GRP_REFERENCE_PAPER", "Ueyama, M., Harazono, Y., and Ichii, K. (2010) Satellite-based modeling of the carbon fluxes in mature black spruce forests in Alaska: a synthesis of the eddy covariance data and satellite remote sensing data, 2010, 14(107-115), 1-27", , "Reference", 
"US-Uaf", "1700007713", "GRP_REFERENCE_PAPER", "Ueyama, M., Harazono, Y., and Ichii, K. (2010) Satellite-based modeling of the carbon fluxes in mature black spruce forests in Alaska: a synthesis of the eddy covariance data and satellite remote sensing data, 2010, 14(107-115), 1-27", "10.1007/s10021-016-0085-9", "Reference", 
"US-Uaf", "1700007716", "GRP_REFERENCE_PAPER", "Ueyama, M., Harazono, Y., Kim, Y. and Tanaka, N. (2009) Response of the carbon cycle in sub-arctic black spruce forests to climate change: Reduction of a carbon sink related to the sensitivity of heterotrophic respiration., Agric. Forest Meteorol., 149(107-115), 582-602", , "Reference", 
"US-Uaf", "1700007719", "GRP_REFERENCE_PAPER", "Ueyama, M., Harazono, Y., Kim, Y. and Tanaka, N. (2009) Response of the carbon cycle in sub-arctic black spruce forests to climate change: Reduction of a carbon sink related to the sensitivity of heterotrophic respiration., Agric. Forest Meteorol., 149(107-115), 582-602", "10.1007/s10021-016-0085-9", "Reference", 
"US-Uaf", "1700007722", "GRP_REFERENCE_PAPER", "Ueyama, M., Harazono, Y., Okada, R., Nojiri, A., Ohataki, E. and Miyata, A. (2006) Controlling factors on the inter-annual CO2 budget at a sub-arctic black spruce forest in interior Alaska, Tellus, 58B(), 491-501", , "Reference", 
"US-Uaf", "1700007725", "GRP_REFERENCE_PAPER", "Ueyama, M., Harazono, Y., Okada, R., Nojiri, A., Ohataki, E. and Miyata, A. (2006) Controlling factors on the inter-annual CO2 budget at a sub-arctic black spruce forest in interior Alaska, Tellus, 58B(2), 491-501", "10.1007/s10021-016-0085-9", "Reference", 
"US-Uaf", "1700007728", "GRP_REFERENCE_PAPER", "Ueyama, M., Iwata, H., Harazono, Y. (2014) Autumn Warming Reduces The Co2sink Of A Black Spruce Forest In Interior Alaska Based On A Nine-Year Eddy Covariance Measurement, Global Change Biology, 20(4), 1161-1173", "doi:10.1111/gcb.12434", "Primary_Citation", 
"US-Uaf", "1700007734", "GRP_REFERENCE_PAPER", "Ueyama, M., Kudo, S., Iwama, C., Nagano, H., Kobayashi, H., Harazono, Y. and Yoshikawa, K. (2014) Does summer warming reduce black spruce productivity in interior Alaska?, J. Forest Res., 20(4), 52-59", "doi:10.1111/gcb.12434", "Reference", 
"US-Uaf", "1700007740", "GRP_REFERENCE_PAPER", "Ueyama, M., Tahara, N., Iwata, H., Euskirchen, E. S., Ikawa, H., Kobayashi, H., Nagano, H., Nakai, T., and Harazono, Y. (2016) Optimization of a biochemical model with eddy covariance measurements in black spruce forests of Alaska for estimating CO2 fertilization effects, Agric. Forest Meteorol., 222(4), 98-111", "doi:10.1111/gcb.12434", "Reference", 
"US-ULM", "1700000786", "GRP_REFERENCE_PAPER", "Benjamin R. K. Runkle, James R. Rigbyb, Michele L. Rebac, Saseendran S. Anapallid, Joydeep Bhattacharjeee, Ken W. Kraussf, Lu Liangg, Martin A. Locke, Kimberly A. Novick, Ruixiu Suid, Kosana Suvočareva and Paul M. White (2017) Delta-Flux: An Eddy Covariance Network for a Climate-Smart Lower Mississippi Basin, Agricultural &amp; Environmental Letters, 2(1), 170003 - 170003", "10.2134/ael2017.01.0003", "Reference", 
