,names  Year (gC/m2/day),1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
11,US-Los,2.46885353,2.252711,2.302052027,2.269062822,2.20802183,2.418838871,2.061864501,1.969697197,2.281316641,2.175898747,2.219033989,2.129211576,2.257093226,2.409355738,2.273673791,2.47562509,2.376256789,2.109536656,2.299017883,1.95925871,2.326974499,2.200346468,2.288280142,2.273025636,2.223901634,2.442095987,2.083627518,2.003260455,2.312224947,2.20864981,2.259411485,2.166996317,2.307184026,2.459086681,2.320998346,2.533032518,2.429544845,2.162813636,2.357196894,2.016120038,2.379846024,2.267400554,2.356048042,2.337478476,2.289030459,2.510246391,2.141978032,2.055631479,2.368059264,2.26496306,2.313725342,2.215883141,2.357919819,2.510461541,2.368065492,2.574854679,2.474459815,2.20078499,2.40293172,2.047481099,2.425404571,2.312681467,2.403467298,2.378510566,2.337300009,2.561452949,2.189548863,2.100455723,2.420054132,2.320573815,2.370369747,2.373386284,2.384732185,2.094601202,2.19806267,2.277729194,2.104390825,2.206430849,2.190906097,2.228106433,2.391610502,2.288325009,2.131339078,1.803956886,1.768660829,1.959727126,1.818654118,1.937276826,2.255159941,2.203261916,2.085692283,2.294335068,2.397868143,2.23972714,2.306303245,2.4717515,2.752608016,2.253470766,2.496925372,2.481434406,2.223673598,2.393545502,2.471261432,2.56141618,2.430840959,2.603615023,2.482972313,2.556590187,2.63459098,2.625678611,2.579516918,2.502978476,2.520254677,2.526371899,2.604802355,2.477516134,2.359340046,2.655702942,2.795266125,2.824613026,2.717254526,2.705391683,2.425024993,2.866032172,2.622982783,2.580360166,2.433527284,2.824788277,2.687032042,2.643283997,2.642753424,2.94557144,2.700347566,2.628617341,2.764844485,2.79457831,3.026318374,2.993409803,2.76290193,2.679626908,2.967754487,2.811391349,2.780243633,2.826718189,2.893525831,2.737254596,2.79790106,3.013204825,3.124498641,3.043436094,2.996572506,3.150306747,2.731395974,2.742620655,2.879433644,2.938474842,2.93340328,2.993522244,2.942892925,2.967692319,3.336511533,3.005061454,3.527728046,2.801107731,2.89963809
12,US-Ton,1.205312519,1.293640068,1.39261561,1.157506962,1.551965162,1.525732625,1.252962367,1.208625327,1.411727568,1.307532599,1.520723988,1.684449387,1.677006591,1.508106358,1.815997596,1.588746968,1.661234261,1.524376798,1.364236602,1.476207141,1.400879423,1.48773406,1.545016901,1.330601005,1.656307422,1.646883736,1.398991042,1.383994843,1.490099079,1.482669501,1.593373723,1.759435581,1.744279942,1.59910905,1.773618202,1.727354432,1.718381666,1.594619282,1.445077605,1.523732346,1.465634193,1.563607068,1.604027204,1.384393661,1.530512414,1.731356667,1.460992835,1.426361322,1.482429586,1.484260362,1.573948504,1.751981998,1.734715137,1.583480633,1.725812235,1.736481736,1.720641573,1.591753973,1.430775612,1.514543026,1.455937093,1.555386668,1.615855497,1.392556728,1.5457934,1.757717381,1.495048049,1.469138527,1.536484529,1.540062334,1.641739043,1.667621201,1.650849908,1.580965178,1.345001352,1.746246902,1.563031488,1.693875661,1.553954385,1.410426732,1.515999387,1.272600952,1.41050572,1.52148246,1.398915373,1.697378722,1.55267914,1.627022088,1.763422109,1.33585409,1.624199599,1.783820926,2.04087904,1.711843798,1.770888831,1.75375364,1.736857838,1.5636378,1.958665845,1.590346685,1.751826494,1.867510471,1.867027446,2.087524096,1.83580906,1.938602893,1.98205347,2.066270144,1.842494155,1.651504165,1.828593756,1.794730558,1.935185555,2.329654917,1.816202085,1.922561808,1.673929336,2.109431745,1.839527238,1.984447015,1.852011356,1.963717538,1.896831513,1.871976253,2.098368463,2.217124099,1.368669778,1.321500309,1.762474256,1.909786475,1.977626779,1.967872405,2.232680153,2.418273904,2.014192512,2.056246397,2.014488123,1.846908603,1.707965737,2.040906904,1.798580406,2.036550939,1.935066421,2.249478915,2.214345672,2.331600528,2.321479568,1.902297091,2.667411479,2.281893682,2.387718177,2.121698721,2.146316784,2.356439866,2.19887162,2.476388155,2.37793206,2.091731319,2.077975267,2.026190292,2.485739318,2.485122112,2.24180502,2.090825044,1.968404149
13,US-Ne2,2.680050061,2.507412545,1.988302923,3.398780491,3.484072174,3.349066905,3.623480424,3.414639548,3.45400331,2.697381279,3.415264033,2.404801919,2.360199036,3.535065953,3.767735874,3.832478243,3.546719056,3.600557655,3.809472679,3.545598935,2.873067697,2.557828785,2.122312403,3.384626971,3.481229405,3.41710234,3.593220336,3.433060947,3.325878187,2.855912126,3.406074805,2.359692726,2.710971381,3.601422286,3.777765493,3.768949613,3.645015578,3.609122209,3.75015207,3.491497081,2.991195502,2.397825821,2.637996871,3.243685315,3.381562598,3.539403271,3.496312238,3.465797665,3.105149747,3.10950363,3.399429269,2.345372552,3.090620741,3.657934933,3.794373815,3.721682875,3.744181182,3.630169708,3.749598673,3.489418249,3.075682206,2.363014507,2.865557229,3.211607393,3.365787621,3.606342608,3.495544126,3.515159583,3.081546468,3.209333157,3.435528677,3.661839236,3.569500378,3.091462987,3.398249801,3.484422139,3.172804698,2.827153245,3.26666054,3.375698066,2.88163814,2.567026976,3.195759339,2.409568345,0.978062953,2.443017545,1.758891058,2.582252813,3.093704603,3.234470635,2.70656355,2.56385147,2.917443414,3.215049469,3.461811139,3.550749164,3.539228604,3.362293639,3.324361397,3.658791431,3.730464242,3.604350197,3.700436444,3.222735885,3.310250567,3.072378127,3.291376833,3.402167817,3.728502271,3.736662026,3.633207635,3.636725298,3.813780972,3.897846148,3.726495682,3.749448844,3.528210313,3.647392172,3.629279992,3.50657113,3.689902826,3.33149926,3.303127226,3.595774376,3.371259869,3.442086377,3.079946262,3.623168431,3.641423251,3.736045283,3.179754004,3.624173962,3.477246671,3.219804218,3.29574431,3.443274133,3.846636986,3.905701926,3.243394591,3.245174804,3.593769213,3.687602574,3.761136834,3.518169612,3.9324094,3.210173496,3.52652988,3.615777738,3.74621696,3.671668972,3.569253443,3.300371964,3.373353244,3.081695484,3.476385525,3.420536265,3.456066827,3.551085147,3.681473323,3.948250576,3.841130193,3.76668728,3.228140711,2.748406284,3.710952564
14,US-Ne1,2.680050061,2.507412545,1.988302923,3.398780491,3.484072174,3.349066905,3.623480424,3.414639548,3.45400331,2.697381279,3.415264033,2.404801919,2.360199036,3.535065953,3.767735874,3.832478243,3.546719056,3.600557655,3.809472679,3.545598935,2.873067697,2.557828785,2.122312403,3.384626971,3.481229405,3.41710234,3.593220336,3.433060947,3.325878187,2.855912126,3.406074805,2.359692726,2.710971381,3.601422286,3.777765493,3.768949613,3.645015578,3.609122209,3.75015207,3.491497081,2.991195502,2.397825821,2.637996871,3.243685315,3.381562598,3.539403271,3.496312238,3.465797665,3.105149747,3.10950363,3.399429269,2.345372552,3.090620741,3.657934933,3.794373815,3.721682875,3.744181182,3.630169708,3.749598673,3.489418249,3.075682206,2.363014507,2.865557229,3.211607393,3.365787621,3.606342608,3.495544126,3.515159583,3.081546468,3.209333157,3.435528677,3.661839236,3.569500378,3.091462987,3.398249801,3.484422139,3.172804698,2.827153245,3.26666054,3.375698066,2.88163814,2.567026976,3.195759339,2.409568345,0.978062953,2.443017545,1.758891058,2.582252813,3.093704603,3.234470635,2.70656355,2.56385147,2.917443414,3.215049469,3.461811139,3.550749164,3.539228604,3.362293639,3.324361397,3.658791431,3.730464242,3.604350197,3.700436444,3.222735885,3.310250567,3.072378127,3.291376833,3.402167817,3.728502271,3.736662026,3.633207635,3.636725298,3.813780972,3.897846148,3.726495682,3.749448844,3.528210313,3.647392172,3.629279992,3.50657113,3.689902826,3.33149926,3.303127226,3.595774376,3.371259869,3.442086377,3.079946262,3.623168431,3.641423251,3.736045283,3.179754004,3.624173962,3.477246671,3.219804218,3.29574431,3.443274133,3.846636986,3.905701926,3.243394591,3.245174804,3.593769213,3.687602574,3.761136834,3.518169612,3.9324094,3.210173496,3.52652988,3.615777738,3.74621696,3.671668972,3.569253443,3.300371964,3.373353244,3.081695484,3.476385525,3.420536265,3.456066827,3.551085147,3.681473323,3.948250576,3.841130193,3.76668728,3.228140711,2.748406284,3.710952564
15,US-Ne3,2.680050061,2.507412545,1.988302923,3.398780491,3.484072174,3.349066905,3.623480424,3.414639548,3.45400331,2.697381279,3.415264033,2.404801919,2.360199036,3.535065953,3.767735874,3.832478243,3.546719056,3.600557655,3.809472679,3.545598935,2.873067697,2.557828785,2.122312403,3.384626971,3.481229405,3.41710234,3.593220336,3.433060947,3.325878187,2.855912126,3.406074805,2.359692726,2.710971381,3.601422286,3.777765493,3.768949613,3.645015578,3.609122209,3.75015207,3.491497081,2.991195502,2.397825821,2.637996871,3.243685315,3.381562598,3.539403271,3.496312238,3.465797665,3.105149747,3.10950363,3.399429269,2.345372552,3.090620741,3.657934933,3.794373815,3.721682875,3.744181182,3.630169708,3.749598673,3.489418249,3.075682206,2.363014507,2.865557229,3.211607393,3.365787621,3.606342608,3.495544126,3.515159583,3.081546468,3.209333157,3.435528677,3.661839236,3.569500378,3.091462987,3.398249801,3.484422139,3.172804698,2.827153245,3.26666054,3.375698066,2.88163814,2.567026976,3.195759339,2.409568345,0.978062953,2.443017545,1.758891058,2.582252813,3.093704603,3.234470635,2.70656355,2.56385147,2.917443414,3.215049469,3.461811139,3.550749164,3.539228604,3.362293639,3.324361397,3.658791431,3.730464242,3.604350197,3.700436444,3.222735885,3.310250567,3.072378127,3.291376833,3.402167817,3.728502271,3.736662026,3.633207635,3.636725298,3.813780972,3.897846148,3.726495682,3.749448844,3.528210313,3.647392172,3.629279992,3.50657113,3.689902826,3.33149926,3.303127226,3.595774376,3.371259869,3.442086377,3.079946262,3.623168431,3.641423251,3.736045283,3.179754004,3.624173962,3.477246671,3.219804218,3.29574431,3.443274133,3.846636986,3.905701926,3.243394591,3.245174804,3.593769213,3.687602574,3.761136834,3.518169612,3.9324094,3.210173496,3.52652988,3.615777738,3.74621696,3.671668972,3.569253443,3.300371964,3.373353244,3.081695484,3.476385525,3.420536265,3.456066827,3.551085147,3.681473323,3.948250576,3.841130193,3.76668728,3.228140711,2.748406284,3.710952564
16,US-Wrc,2.483624579,2.508522465,2.564367268,2.544395708,2.582955926,2.678740099,2.613226191,2.471948784,2.474123619,2.386331562,2.453369798,2.466547387,2.429941062,2.496688521,2.357211629,2.564819518,2.587226205,2.507985107,2.530514929,2.524657403,2.379456309,2.440473461,2.520537655,2.512035661,2.542000507,2.649784428,2.607970616,2.431707077,2.439050691,2.371371607,2.436911276,2.451343067,2.424768446,2.490715079,2.324384554,2.545017429,2.548772711,2.415421933,2.466241697,2.499095021,2.367161665,2.429806159,2.545148023,2.523418793,2.520797956,2.654382269,2.634009254,2.388439739,2.410210246,2.364797084,2.410946177,2.418696661,2.39899096,2.46751756,2.273363771,2.531341699,2.54190828,2.387832931,2.425654819,2.476678774,2.423680747,2.414137969,2.549212585,2.520016893,2.489920102,2.64990552,2.646434266,2.347566953,2.379165562,2.359242662,2.406066901,2.417178452,2.172196155,2.544798105,2.29459246,2.394526369,2.587664768,2.518221382,2.524379795,2.300046378,2.274460317,2.400324272,2.329415873,2.38318014,2.348771478,2.374692127,2.664089665,2.664667908,2.358701342,2.558023995,2.293755475,2.621724108,2.620914704,2.716952707,2.590501892,2.446032444,2.734181353,2.680353841,2.683017276,2.625815881,2.607343699,2.393224401,2.49372176,2.844927183,2.861454803,2.645612156,2.760331941,2.701043993,2.730239835,2.9334508,2.808796315,2.68088472,2.984077521,3.062519791,2.908733059,2.688890047,2.818529407,2.620779808,2.96950924,2.850527375,2.774822084,2.88585318,2.68992216,2.894257944,2.864827694,2.842235944,2.946521448,2.947679598,3.100232685,3.065098873,3.073163348,3.203653432,2.917103888,3.297560068,3.105670529,3.117833175,3.073129755,2.901954371,3.117474404,3.02325252,2.967064776,3.072465961,3.000470527,3.311324964,3.084298471,3.227520528,3.037301251,3.328987271,3.189353624,3.237654439,3.261179599,3.282302146,2.970500108,2.937326677,3.239234781,3.352965787,3.18241659,3.178051852,3.188677126,2.876315138,3.25203383,3.307538845,3.384877703,3.469809543,3.346377801
17,US-Syv,2.045570198,1.899226254,1.968595034,1.917092495,1.860570685,2.009691394,1.771341337,1.741401758,1.92629601,1.780770584,1.888057333,1.924301941,1.961057907,1.985423505,1.950573436,1.956340609,1.921695882,1.659656974,1.809133404,1.666885348,1.998662591,1.902397964,1.98070471,1.932151991,1.877021554,2.030350668,1.789137016,1.76759701,1.947192024,1.801194803,1.915707053,1.956723285,1.986917514,2.02268296,1.984466648,1.993785968,1.961201767,1.689855615,1.84855383,1.715425713,2.036694963,1.950057465,2.028569602,1.984629519,1.927513475,2.084528964,1.833712299,1.816880486,1.987881743,1.83831512,1.961693528,2.000981501,2.023164322,2.06559934,2.021473916,2.032118346,1.996111242,1.807786443,1.900682494,1.752770071,2.065515436,1.982755655,2.06551295,2.024711015,1.970880421,2.132482659,1.877298042,1.863351631,2.0280977,1.883795351,2.013229735,1.970940864,2.028392455,1.855760836,1.953701736,1.95786219,1.851043344,2.036912193,2.026318394,2.029009307,2.083474651,1.995731868,1.848800585,1.702942558,1.665896237,1.871139308,1.801621596,1.797095065,2.004981281,1.964505792,1.853954121,1.896045535,2.022323908,1.940571905,1.92200285,2.199163059,2.329880242,1.968773816,2.040937227,2.16940285,2.006797562,2.221335791,2.20305895,2.225767561,2.099868956,2.197969813,2.186479809,2.236781876,2.300166006,2.276320009,2.224800462,2.053143647,2.113750979,2.123516916,2.193039767,2.170628119,1.974331244,2.15597727,2.353195815,2.375403624,2.293158568,2.322760942,2.116822468,2.454494789,2.208042528,2.17555167,2.089847638,2.214380281,2.212490914,2.289033796,2.260500683,2.393330132,2.307060798,2.225855909,2.313432835,2.414340534,2.513583113,2.432443704,2.303867978,2.294249099,2.514170253,2.300630804,2.410664811,2.418704705,2.428976947,2.321596719,2.36202568,2.517805815,2.590040778,2.503291745,2.433179491,2.692228489,2.291054262,2.306254492,2.422715523,2.471933611,2.462542404,2.282946576,2.328411272,2.463970627,2.673929021,2.437959957,2.821894278,2.262916512,2.342109882
18,US-SRM,1.557354572,1.378244826,1.519837595,1.33343762,1.110449119,1.142788798,1.462706612,1.316823086,1.197493855,1.330998788,1.410292833,1.312062683,1.205312445,1.354503216,1.281214594,1.243798101,1.512282417,1.556519062,1.427264335,1.514215145,1.366796524,1.375005936,1.531693021,1.340465775,1.116538536,1.148924698,1.468934995,1.322859099,1.205404916,1.339553704,1.415767904,1.32072951,1.212279476,1.36319241,1.288662009,1.253767269,1.520724377,1.55952737,1.436590254,1.639841358,1.337004266,1.389461578,1.541532563,1.35705762,1.125372077,1.153546478,1.475493098,1.327372911,1.213135264,1.344287324,1.418935489,1.324479471,1.215151568,1.354943619,1.293158475,1.261586714,1.521683645,1.559547535,1.443251644,1.611721346,1.350831775,1.394501869,1.548635208,1.370339617,1.13588025,1.162315078,1.485852815,1.334085057,1.225865957,1.356327869,1.426553761,1.124407469,1.441726364,1.177333425,1.084458,1.132597224,1.349137666,1.109006745,1.179766404,1.193677336,1.565932899,1.635042905,1.462760588,1.40705072,1.378966327,1.492572538,1.389947379,1.633406954,1.175598832,1.212055917,1.144583199,1.322857632,1.14419259,1.230310411,1.196051631,1.183821373,0.978767369,1.164312217,1.167562009,0.897133688,1.068924939,1.007742035,1.569248852,1.159361953,1.415565675,1.196504723,1.011320146,1.165811715,1.481146464,1.196913387,1.191617483,1.078064713,1.31545323,1.13229549,1.256022732,1.408344004,1.343659567,1.060808773,1.63268891,1.034528636,1.347675648,1.087033619,1.313191928,1.141247278,1.070816867,1.351977132,1.515892138,0.819430627,1.604047944,1.263847153,1.248146128,1.506702647,1.239386835,1.608012308,1.813851347,1.689135059,1.574934238,1.534165903,1.539283557,1.350417805,1.586741836,1.579010596,1.577112639,1.48307265,1.551803891,1.500207691,1.504785352,1.386975353,1.619946184,1.532466507,0.99780809,1.712761846,1.135540911,1.400124798,1.567031686,1.456489995,1.099002315,1.285756066,1.701209541,1.108461994,1.458166529,1.009112132,1.07267286,1.471237778,1.246151862
19,US-ARM,2.305173091,2.85673786,2.178794972,2.407236058,2.911234906,2.738680843,2.539775308,2.935967912,2.606357468,2.686053741,2.783059982,2.536964705,2.774659947,2.34953632,2.604927717,3.519584755,2.740893076,2.964430478,3.163269658,3.152865608,2.603097324,2.934918502,2.201220308,2.473572372,3.037836383,2.820733703,2.55840416,2.967866934,2.482533143,2.699390004,2.861653749,2.586321991,2.821867153,2.401159322,2.654871529,3.550078125,2.805069668,3.033208636,3.237067863,3.219479133,2.623060429,2.93872309,2.275934629,2.507338993,3.056460284,2.832938854,2.551268587,2.897501989,2.402479549,2.684281683,2.852172415,2.516433199,2.643189936,2.441805574,2.604137002,3.153565621,2.556232697,2.904895961,2.901779104,2.870749649,2.300297205,2.493369913,2.283310327,2.160858377,2.579328553,2.569581785,2.38545472,2.552000455,2.093315723,2.460665819,2.672987795,2.689048185,3.106534049,2.795165019,2.494964776,2.42072068,2.810628101,2.60733163,2.572441508,2.685670125,2.142601243,2.175173304,2.397820581,2.014400117,2.180361009,2.59690099,1.847633279,2.207962197,2.654050041,2.29146366,2.119715825,2.363345823,2.49095561,2.195438246,2.843955933,2.781101053,2.418662923,2.484633879,2.227164881,2.818203704,2.689054266,2.835967629,2.621560977,2.954279148,1.935247583,2.963716768,1.897725043,2.729855659,2.664939079,2.780507421,2.710162695,2.944679567,2.911993142,2.640294005,2.392479354,2.571364187,2.595260976,2.735077532,2.891954748,2.867064395,2.564622887,2.726958496,2.480606678,2.960189709,2.755722844,2.977516979,2.892433734,2.787445201,2.314443762,2.909935995,2.666143421,2.908455064,3.031000221,3.109879692,2.495123877,2.893616745,3.134133993,2.889976111,3.105471721,3.015952953,2.883306295,2.799256075,3.067397918,3.073531641,2.892540302,3.315615129,2.775518817,3.181427464,2.656335789,3.268192842,3.04739801,3.014480097,3.12313689,3.190846035,2.952818287,3.121584627,2.717503093,3.491745855,3.427203858,3.322340732,3.290087677,2.378192075,2.466748158,3.292022934,3.271968733
20,US-Me2,0.333345335,0.314034449,0.379008613,0.391642128,0.380570543,0.418769511,0.484576587,0.361216268,0.570592455,0.564952111,0.322767129,0.359541349,0.345611401,0.342923245,0.390762528,0.407654912,0.435374002,0.478395117,0.533433274,0.367807419,0.423441391,0.364703763,0.478258504,0.474189204,0.413322926,0.455717196,0.508813914,0.34412041,0.518813291,0.490098196,0.31106225,0.354049854,0.346359355,0.343691157,0.407038087,0.421929288,0.446538784,0.493670666,0.551059561,0.377640726,0.447851179,0.380678988,0.503915342,0.492589623,0.423808974,0.464546288,0.522793939,0.342972021,0.520372321,0.495073409,0.305604551,0.347562703,0.334897681,0.32549855,0.392322108,0.394283395,0.413574493,0.460642943,0.520424688,0.34270422,0.416645269,0.333757561,0.4544251,0.426095159,0.330329584,0.358610296,0.422418288,0.191325657,0.416417317,0.424172427,0.152099884,0.357956803,0.251149336,0.261484307,0.139839838,0.246385406,0.236157935,0.191221963,0.243986844,0.149183459,0.157827094,0.166046162,0.189728016,0.145246542,0.225095707,0.142874006,0.287529623,0.251433747,0.318056433,0.278434528,0.363510845,0.354167913,0.342795407,0.376555598,0.335861108,0.350395421,0.394831109,0.347863494,0.456840955,0.178633384,0.266390392,0.354594253,0.291426963,0.417574937,0.419237298,0.161813523,0.386792548,0.450148935,0.484547231,0.488200822,0.519388777,0.506149999,0.459225927,0.465972256,0.438650126,0.466585162,0.32762352,0.432979545,0.419426666,0.387572679,0.193574741,0.207222701,0.195050763,0.192953705,0.258579043,0.227034144,0.242272291,0.178619213,0.289804293,0.226211594,0.283022973,0.314335901,0.335490245,0.406721789,0.490937584,0.245259852,0.400717577,0.307999797,0.389358623,0.490905165,0.489126367,0.254499294,0.596152157,0.730288206,0.585363884,1.044791854,0.958954422,0.948417914,0.820889236,0.683809479,0.575655536,0.438119947,0.55104604,0.559706623,0.721290458,0.574901349,0.619321193,0.283571138,0.234245424,0.396662713,0.513108351,0.245936447,0.6131356,0.280792776,0.361421413
21,CA-TP1,1.465277219,1.190387078,1.327064281,1.401326619,1.3158254,1.406664063,1.240125616,1.243201368,1.345875353,1.257818601,1.246608649,1.284248131,1.212013534,1.350534157,1.356812184,1.441606878,1.342237514,1.310395001,1.304614015,1.288889865,1.404275015,1.167102256,1.344432373,1.394129682,1.330594045,1.434927261,1.253715323,1.268959026,1.373773472,1.229051293,1.295733031,1.295450368,1.28814982,1.393207148,1.385438332,1.456777645,1.363304998,1.325174579,1.325035831,1.315218282,1.444792681,1.191521252,1.38899191,1.416680825,1.367312803,1.46875472,1.277410694,1.299671526,1.403499955,1.251005539,1.328487559,1.323263819,1.32713361,1.427239524,1.414321978,1.486877915,1.394712751,1.354102127,1.357609153,1.342938463,1.475096134,1.220504811,1.421224782,1.452257675,1.403000268,1.503221924,1.315784906,1.333354173,1.444050328,1.293987001,1.355888827,1.474874931,1.404060455,1.37292649,1.388278021,1.459010567,1.239455379,1.473424614,1.417604936,1.44680428,1.385099448,1.420775196,1.335961973,1.080624014,1.027698814,1.385374706,1.196452449,1.218411117,1.390894552,1.316030919,1.420079833,1.358410179,1.515217883,1.364119184,1.411762978,1.603765046,1.471795966,1.382496324,1.470564018,1.357892265,1.152095823,1.296185928,1.404002984,1.466791897,1.291961289,1.298994803,1.401561012,1.525870507,1.553500162,1.304104436,1.46926247,1.506410653,1.310076653,1.476381628,1.522293225,1.26422558,1.446083666,1.467214473,1.521151782,1.490566355,1.496218942,1.415002286,1.504726739,1.498706711,1.500629593,1.430635932,1.558529451,1.591409284,1.45227767,1.541489689,1.518817993,1.624968393,1.556914919,1.582298363,1.58073421,1.592014932,1.661891566,1.439529989,1.46526428,1.584421679,1.653929704,1.631935312,1.618985394,1.549925435,1.643573546,1.524480382,1.607701014,1.527093009,1.761599836,1.438002455,1.674123906,1.332899068,1.363035349,1.578691827,1.701530187,1.426242095,1.671209084,1.176455111,1.626822417,1.704819527,1.734631414,1.617494013,1.651704615,1.587369162,1.695744997
22,CA-TP3,1.465277219,1.190387078,1.327064281,1.401326619,1.3158254,1.406664063,1.240125616,1.243201368,1.345875353,1.257818601,1.246608649,1.284248131,1.212013534,1.350534157,1.356812184,1.441606878,1.342237514,1.310395001,1.304614015,1.288889865,1.404275015,1.167102256,1.344432373,1.394129682,1.330594045,1.434927261,1.253715323,1.268959026,1.373773472,1.229051293,1.295733031,1.295450368,1.28814982,1.393207148,1.385438332,1.456777645,1.363304998,1.325174579,1.325035831,1.315218282,1.444792681,1.191521252,1.38899191,1.416680825,1.367312803,1.46875472,1.277410694,1.299671526,1.403499955,1.251005539,1.328487559,1.323263819,1.32713361,1.427239524,1.414321978,1.486877915,1.394712751,1.354102127,1.357609153,1.342938463,1.475096134,1.220504811,1.421224782,1.452257675,1.403000268,1.503221924,1.315784906,1.333354173,1.444050328,1.293987001,1.355888827,1.474874931,1.404060455,1.37292649,1.388278021,1.459010567,1.239455379,1.473424614,1.417604936,1.44680428,1.385099448,1.420775196,1.335961973,1.080624014,1.027698814,1.385374706,1.196452449,1.218411117,1.390894552,1.316030919,1.420079833,1.358410179,1.515217883,1.364119184,1.411762978,1.603765046,1.471795966,1.382496324,1.470564018,1.357892265,1.152095823,1.296185928,1.404002984,1.466791897,1.291961289,1.298994803,1.401561012,1.525870507,1.553500162,1.304104436,1.46926247,1.506410653,1.310076653,1.476381628,1.522293225,1.26422558,1.446083666,1.467214473,1.521151782,1.490566355,1.496218942,1.415002286,1.504726739,1.498706711,1.500629593,1.430635932,1.558529451,1.591409284,1.45227767,1.541489689,1.518817993,1.624968393,1.556914919,1.582298363,1.58073421,1.592014932,1.661891566,1.439529989,1.46526428,1.584421679,1.653929704,1.631935312,1.618985394,1.549925435,1.643573546,1.524480382,1.607701014,1.527093009,1.761599836,1.438002455,1.674123906,1.332899068,1.363035349,1.578691827,1.701530187,1.426242095,1.671209084,1.176455111,1.626822417,1.704819527,1.734631414,1.617494013,1.651704615,1.587369162,1.695744997
23,CA-TP4,1.465277219,1.190387078,1.327064281,1.401326619,1.3158254,1.406664063,1.240125616,1.243201368,1.345875353,1.257818601,1.246608649,1.284248131,1.212013534,1.350534157,1.356812184,1.441606878,1.342237514,1.310395001,1.304614015,1.288889865,1.404275015,1.167102256,1.344432373,1.394129682,1.330594045,1.434927261,1.253715323,1.268959026,1.373773472,1.229051293,1.295733031,1.295450368,1.28814982,1.393207148,1.385438332,1.456777645,1.363304998,1.325174579,1.325035831,1.315218282,1.444792681,1.191521252,1.38899191,1.416680825,1.367312803,1.46875472,1.277410694,1.299671526,1.403499955,1.251005539,1.328487559,1.323263819,1.32713361,1.427239524,1.414321978,1.486877915,1.394712751,1.354102127,1.357609153,1.342938463,1.475096134,1.220504811,1.421224782,1.452257675,1.403000268,1.503221924,1.315784906,1.333354173,1.444050328,1.293987001,1.355888827,1.474874931,1.404060455,1.37292649,1.388278021,1.459010567,1.239455379,1.473424614,1.417604936,1.44680428,1.385099448,1.420775196,1.335961973,1.080624014,1.027698814,1.385374706,1.196452449,1.218411117,1.390894552,1.316030919,1.420079833,1.358410179,1.515217883,1.364119184,1.411762978,1.603765046,1.471795966,1.382496324,1.470564018,1.357892265,1.152095823,1.296185928,1.404002984,1.466791897,1.291961289,1.298994803,1.401561012,1.525870507,1.553500162,1.304104436,1.46926247,1.506410653,1.310076653,1.476381628,1.522293225,1.26422558,1.446083666,1.467214473,1.521151782,1.490566355,1.496218942,1.415002286,1.504726739,1.498706711,1.500629593,1.430635932,1.558529451,1.591409284,1.45227767,1.541489689,1.518817993,1.624968393,1.556914919,1.582298363,1.58073421,1.592014932,1.661891566,1.439529989,1.46526428,1.584421679,1.653929704,1.631935312,1.618985394,1.549925435,1.643573546,1.524480382,1.607701014,1.527093009,1.761599836,1.438002455,1.674123906,1.332899068,1.363035349,1.578691827,1.701530187,1.426242095,1.671209084,1.176455111,1.626822417,1.704819527,1.734631414,1.617494013,1.651704615,1.587369162,1.695744997
